TRAJ	SHORT_TRAJ	AMP_TMP2M_mean	AMP_RH_mean	AMP_WS_mean	AMP_PREC_sum	PM2.5	SEASON
1	3	-3.00816326530612	88.265306122449	1.13877551020408	2	14.06	WINTER
1	3	-8.07755102040816	84.7551020408163	0.53469387755102	0	15.6	WINTER
1	3	-8.63673469387755	84.9387755102041	0.328571428571429	0	12.6	WINTER
1	1	-9.33469387755102	85.3673469387755	0.333333333333333	0	25.75	WINTER
5	1	-7.20612244897959	86	0.310204081632653	0	24.13	WINTER
5	1	-0.644897959183674	89.4897959183673	0.353061224489796	0.6	19.78	WINTER
5	3	-2.73061224489796	93.6326530612245	0.485714285714286	4.1	28.94	WINTER
5	3	-3.23469387755102	93.1020408163265	0.397959183673469	0	26.58	WINTER
5	3	-2.44081632653061	90.8775510204082	0.522448979591837	0	23.86	WINTER
5	3	-3.23673469387755	91.734693877551	0.518367346938776	0	31.39	WINTER
2	1	-7.07755102040816	92.5102040816327	0.369387755102041	0	23.77	WINTER
5	3	-5.97755102040816	92.2448979591837	0.369387755102041	0	13.61	WINTER
5	1	-3.23673469387755	91.8571428571429	0.369387755102041	0.3	24.13	WINTER
2	2	-2.12857142857143	85.3673469387755	0.728571428571429	0.2	25.49	WINTER
5	3	-3.1530612244898	86.3877551020408	0.736734693877551	0	8.44	WINTER
5	1	-5.11428571428571	89.3877551020408	0.587755102040816	0	16.42	WINTER
5	1	-4.10408163265306	88.5714285714286	0.538775510204082	0.7	25.31	WINTER
5	1	0.891836734693878	94.3469387755102	0.848979591836735	6.2	27.21	WINTER
3	5	2.88367346938776	93.5102040816327	0.718367346938775	1.6	17.51	WINTER
5	1	2.98979591836735	94.0816326530612	0.518367346938776	3.7	4.26	WINTER
3	1	1.11020408163265	89.6530612244898	0.381632653061225	0	10.16	WINTER
3	1	0.142857142857143	96.3877551020408	0.346938775510204	0	5.35	WINTER
8	1	2.38979591836735	89.6530612244898	0.591836734693878	0	5.9	WINTER
8	1	7.46938775510204	92.4285714285714	1.46888888888889	12	10.16	WINTER
3	4	6.18775510204082	92.1428571428571	0.904081632653061	10.6	2.09	WINTER
2	3	3.51734693877551	95.5918367346939	0.356818181818182	8.8	6.99	WINTER
2	1	2.89285714285714	90.4387755102041	0.88936170212766	0	5.08	WINTER
5	4	5.51836734693878	83.9897959183673	1.80212765957447	2.7	4.26	WINTER
3	4	6.86530612244898	76.030612244898	1.56875	0.4	4.72	WINTER
3	1	5.64285714285714	93.8367346938775	0.448979591836735	6.4	9.16	WINTER
3	5	3.77755102040816	91.0612244897959	0.559183673469388	0	18.96	WINTER
3	1	1.55918367346939	90.3265306122449	0.377551020408163	0	13.88	WINTER
3	1	1.19183673469388	87.3265306122449	0.275510204081633	0	16.51	WINTER
5	5	5.19591836734694	78.9795918367347	2.13265306122449	0	11.25	WINTER
4	2	2.44489795918367	86.2857142857143	0.724489795918367	1.6	15.79	WINTER
9	3	-1.98979591836735	73.265306122449	1.07959183673469	0	12.52	WINTER
1	1	-1.68367346938776	70.469387755102	0.446938775510204	0	11.79	WINTER
6	3	-3.66122448979592	81.5102040816327	0.363265306122449	0	11.25	WINTER
9	1	-0.926530612244898	70.8163265306122	0.585714285714286	0	8.71	WINTER
4	1	0.338775510204082	77.0816326530612	0.540816326530612	0	12.88	WINTER
4	2	-0.344897959183673	78.0816326530612	0.56734693877551	0	14.06	WINTER
4	1	-1.86122448979592	70.9183673469388	0.483673469387755	0	10.8	WINTER
2	5	1.7469387755102	92.3061224489796	0.620408163265306	1	6.62	WINTER
9	1	1.7530612244898	94.3877551020408	0.426530612244898	0	6.71	WINTER
3	4	5.89591836734694	75.1632653061225	2.37142857142857	0.1	20.96	WINTER
3	5	3.23469387755102	91.6938775510204	0.916326530612245	29.4	10.16	WINTER
3	1	0.46734693877551	95.3265306122449	0.330612244897959	35.2	2.54	WINTER
3	4	3.94081632653061	94.5510204081633	0.759183673469388	18.5	4.45	WINTER
3	1	2.9265306122449	95.8775510204082	0.426530612244898	1	3.63	WINTER
3	1	2.88367346938775	90.5102040816327	0.597959183673469	0	4.99	WINTER
5	2	1.93673469387755	63.5510204081633	1.12448979591837	0	9.8	WINTER
4	3	2.35510204081633	63.2040816326531	1.18979591836735	0	4.17	WINTER
9	3	2.41632653061225	69.9795918367347	1.12244897959184	0	7.71	WINTER
9	3	1.75102040816327	71.0612244897959	1.29591836734694	0	16.24	WINTER
9	3	-0.787755102040816	70.0510204081633	1.0734693877551	0	22.31	WINTER
5	3	-4.36734693877551	78.0204081632653	0.665957446808511	0	20.86	WINTER
5	1	-3.61224489795918	69.9387755102041	0.422448979591837	0	31.3	WINTER
5	1	0.236734693877551	66.530612244898	0.661224489795918	0	18.42	WINTER
5	3	-2.46734693877551	70.4387755102041	1.23265306122449	0	34.65	WINTER
9	3	-5.76530612244898	49.6530612244898	1.7734693877551	0	20.6	WINTER
9	3	-6.71632653061224	54.4897959183673	0.546938775510204	0	5.26	WINTER
1	1	-0.263265306122449	52.3265306122449	0.595918367346939	0	7.35	WINTER
6	1	0.873469387755102	52.1020408163265	0.606122448979592	0	3.99	WINTER
1	5	2.60612244897959	69.4285714285714	1.47083333333333	0	9.34	WINTER
7	1	1.2734693877551	68.3673469387755	0.730612244897959	0	20.41	WINTER
7	1	2.7530612244898	70.6326530612245	0.827083333333333	0	19.14	WINTER
2	1	5.05102040816327	67.5918367346939	0.442857142857143	0	17.69	WINTER
2	5	9.72857142857143	56.6530612244898	1.66530612244898	0	18.33	WINTER
2	5	6.05510204081633	64.265306122449	1.14897959183673	0	26.67	WINTER
2	5	8.59387755102041	62.1632653061224	1.67551020408163	0	22.05	WINTER
5	5	5.52448979591837	78.8571428571429	1.15510204081633	0	17.6	WINTER
3	1	3.69387755102041	78.5102040816327	0.522448979591837	0	19.32	WINTER
3	5	9.03265306122449	73.2448979591837	2.31020408163265	0.2	12.43	WINTER
3	5	4.17755102040816	86.9387755102041	2.18775510204082	0.2	14.15	WINTER
3	5	11.3938775510204	60.3673469387755	2.03265306122449	0	11.61	WINTER
3	5	10.3163265306122	76.5102040816327	2.31428571428571	5.5	12.88	WINTER
4	3	0.0224489795918367	93.0816326530612	0.646938775510204	23.6	10.62	WINTER
4	3	-1.30612244897959	82.8163265306122	1.21632653061224	6.4	4.26	WINTER
4	3	-2.41428571428571	88.1632653061225	0.720408163265306	3.1	6.89	WINTER
6	3	-0.3	91.3469387755102	0.383673469387755	6.1	12.16	WINTER
7	1	1.51020408163265	90.2244897959184	0.361224489795918	0.2	13.52	WINTER
6	5	3.91836734693878	86.3265306122449	0.987755102040816	1.2	10.43	WINTER
9	4	6.54591836734694	85.4489795918367	1.79791666666667	11.8	7.53	WINTER
3	5	3.60816326530612	91.7959183673469	0.602040816326531	2.1	2.72	WINTER
3	5	8	79.0918367346939	1.55869565217391	0.5	2.72	WINTER
4	1	3.88877551020408	73.8877551020408	0.73695652173913	0	8.07	WINTER
3	1	6.94081632653061	73.3877551020408	1.75227272727273	0	3.9	WINTER
8	5	9.73979591836735	75.2244897959184	1.61777777777778	0.2	10.25	WINTER
3	4	6.81224489795918	89.1326530612245	1.8936170212766	14.7	11.07	WINTER
2	5	7.55714285714286	77.6632653061225	1.58297872340426	12.1	6.26	WINTER
4	2	-0.159183673469388	93.1020408163265	0.647368421052632	6.1	8.98	WINTER
9	1	-0.389795918367347	77.8673469387755	0.6	0	4.17	WINTER
8	3	-0.75	73.6428571428571	0.633333333333333	0	5.62	WINTER
7	4	3.96632653061224	77.7755102040816	2.56052631578947	29.1	7.8	WINTER
5	3	0.378571428571429	95.0408163265306	0.395121951219512	18	5.26	WINTER
9	3	0.787755102040816	94.8775510204082	0.336111111111111	34.1	5.08	WINTER
2	3	0.266326530612245	93.4795918367347	0.515555555555556	9.1	3.39	WINTER
2	2	-1.81632653061224	86.765306122449	0.57027027027027	0.3	3.99	WINTER
7	1	2.47448979591837	76.0204081632653	1.17727272727273	1.3	4.99	WINTER
7	3	3.91530612244898	80.5510204081633	0.538636363636364	3.5	4.72	WINTER
5	3	3.52142857142857	91.1020408163265	0.417021276595745	2.9	9.16	WINTER
7	3	4.62755102040816	82.5204081632653	0.7725	30.2	12.88	WINTER
7	1	4.96326530612245	75.3061224489796	0.520454545454546	0	7.98	WINTER
7	1	7.42959183673469	64.7040816326531	0.597872340425532	0	7.08	WINTER
5	1	8.10714285714286	67.5918367346939	0.8	0	7.44	SPRING
5	1	3.65510204081633	87.265306122449	0.512244897959184	13.7	15.06	SPRING
9	2	5.65102040816326	72.3367346938775	1.22127659574468	1.2	1.45	SPRING
9	2	5.56428571428571	65.0510204081633	1.38297872340426	0	4.17	SPRING
9	2	3.17857142857143	71.3673469387755	0.524444444444444	0	8.62	SPRING
9	1	8.61122448979592	63.2551020408163	2.13125	3.7	9.62	SPRING
9	4	7.05816326530612	78.6836734693878	2.13863636363636	13.3	9.8	SPRING
9	3	3.58979591836735	90.1224489795918	0.317241379310345	4.9	8.98	SPRING
7	5	10.3714285714286	80.6326530612245	1.29130434782609	0.2	9.62	SPRING
3	4	11.9673469387755	85.3265306122449	1.87142857142857	2.6	8.26	SPRING
3	4	12.6734693877551	80.6326530612245	2.48163265306122	5.5	4.99	SPRING
3	3	7.63673469387755	88.6122448979592	0.563265306122449	42.8	7.17	SPRING
3	1	5.06122448979592	90.3061224489796	0.328571428571429	0.9	2.45	SPRING
3	1	6.15612244897959	74.8163265306122	0.95	0	13.81	SPRING
5	1	6.19387755102041	84.0612244897959	0.506122448979592	0.1	8.19	SPRING
5	5	5.54897959183673	82.469387755102	0.777551020408163	5.4	5.53	SPRING
3	4	8.85918367346939	81.5918367346939	1.13265306122449	6	3.9	SPRING
9	4	10.369387755102	78.9591836734694	1.7469387755102	17.4	7.89	SPRING
3	4	9.1	76.8163265306122	2.11020408163265	0.3	4.72	SPRING
3	5	10.9285714285714	68.4489795918367	1.25918367346939	0	6.8	SPRING
3	4	10.4408163265306	77.8571428571429	1.39591836734694	9.6	7.98	SPRING
3	4	7.9530612244898	81.469387755102	1.02857142857143	0.1	6.71	SPRING
3	1	7.84897959183674	86.9795918367347	0.510204081632653	5.9	3.63	SPRING
5	3	6.88367346938776	73	0.561224489795918	0	3.63	SPRING
5	1	6.77142857142857	78.3265306122449	0.622448979591837	13	11.43	SPRING
9	2	7.57755102040816	77.5102040816327	0.926530612244898	0.6	6.63	SPRING
9	3	8.24081632653061	64.2040816326531	0.63265306122449	0	11.34	SPRING
9	5	11.0061224489796	57.3469387755102	1.35510204081633	0	13.52	SPRING
9	5	8.32244897959184	84.4489795918367	1.10204081632653	1.7	15.42	SPRING
5	4	11.6612244897959	73.2448979591837	1.98979591836735	2.4	6.08	SPRING
5	4	8.93877551020408	91.4489795918367	0.489795918367347	18.3	12.25	SPRING
3	1	9.64489795918367	70.6530612244898	0.553061224489796	0	7.53	SPRING
5	3	10.4020408163265	68.734693877551	0.679591836734694	0	5.53	SPRING
9	3	11.3612244897959	67.3061224489796	0.63469387755102	4.7	7.62	SPRING
9	3	7.18979591836735	89.265306122449	0.528571428571429	2.6	7.44	SPRING
9	3	9.81836734693877	82.9591836734694	0.838775510204082	1.3	6.35	SPRING
5	3	8.92857142857143	71.8775510204082	0.536734693877551	0	9.43	SPRING
5	1	11.0204081632653	67.5510204081633	0.630612244897959	0	9.98	SPRING
6	3	11.8142857142857	65.6734693877551	0.7	0	10.7	SPRING
5	3	11.4510204081633	68.5918367346939	0.904081632653061	0	11.07	SPRING
1	3	9.16326530612245	66.6938775510204	0.76530612244898	0	12.52	SPRING
1	3	10.0714285714286	63.7142857142857	0.657142857142857	0	9.25	SPRING
5	1	12.5244897959184	64.4285714285714	0.638775510204082	0	11.61	SPRING
5	1	12.5979591836735	66.6326530612245	0.536734693877551	0	18.52	SPRING
5	1	16.7040816326531	62.3673469387755	2.12244897959184	0	15.88	SPRING
3	4	15.8326530612245	68.265306122449	2.39795918367347	0	18.32	SPRING
3	4	15.5122448979592	74.6734693877551	1.86326530612245	2.9	14.15	SPRING
3	4	13.4326530612245	90.6938775510204	0.569387755102041	6	8.62	SPRING
3	3	13.8795918367347	85.1836734693878	0.648979591836735	50.5	7.43	SPRING
6	3	9.96938775510204	92.4897959183673	0.483673469387755	9.7	8.8	SPRING
7	3	10.230612244898	93.7755102040816	0.271428571428571	28.6	6.92	SPRING
1	1	11.4938775510204	90.530612244898	0.408163265306122	0.7	4.81	SPRING
3	1	12.1061224489796	88.7142857142857	0.557142857142857	3.2	5.81	SPRING
3	5	15.2775510204082	72.0816326530612	1.91428571428571	0	6.53	SPRING
3	5	15.6918367346939	73.2448979591837	1.66938775510204	0	14.33	SPRING
3	1	17.2265306122449	69.2040816326531	0.985714285714286	0	14.15	SPRING
3	1	19.0836734693878	62.7551020408163	1.20408163265306	0	17.33	SPRING
2	1	19.5959183673469	65.0816326530612	0.971428571428571	0	17.96	SPRING
3	3	20.2326530612245	71.7959183673469	0.744897959183674	0.1	17.42	SPRING
2	5	15.4959183673469	84.4897959183673	0.673469387755102	17.6	22.04	SPRING
3	5	15.6061224489796	77.5102040816327	1.2734693877551	0	16.78	SPRING
3	5	18.3836734693878	77.3061224489796	0.551020408163265	0.5	12.25	SPRING
1	3	15.4061224489796	87.1020408163265	0.56530612244898	11	4.63	SPRING
5	3	14.8612244897959	88.3877551020408	0.426530612244898	3	5.99	SPRING
5	3	14.6448979591837	85.2244897959184	0.387234042553191	1.6	8.25	SPRING
5	1	16.1897959183673	79.9183673469388	0.526086956521739	0	13.73	SPRING
5	5	17.8755102040816	76.5510204081633	1.15918367346939	0	15.78	SPRING
5	3	13.0224489795918	92	0.364583333333333	11.9	20.77	SPRING
5	2	10.8612244897959	91.0408163265306	0.389795918367347	5.2	6.8	SPRING
5	1	9.2734693877551	89.9591836734694	0.387755102040816	3.3	4.17	SPRING
6	1	13.2163265306122	78.7959183673469	0.542857142857143	0	4.26	SPRING
9	5	15.0571428571429	78.6326530612245	1.28367346938776	0.3	5.35	SPRING
3	4	16.2285714285714	87.8775510204082	0.759183673469388	33.4	8.53	SPRING
5	1	14.1244897959184	86.0408163265306	0.340816326530612	2.8	9.71	SPRING
5	1	17.2918367346939	74.4897959183673	0.483673469387755	0	3.63	SPRING
3	1	18.3448979591837	76.2857142857143	0.591836734693878	0.1	7.98	SPRING
5	1	19.9979591836735	75.530612244898	0.616326530612245	0.1	6.62	SPRING
2	5	20.7734693877551	67.3469387755102	0.93265306122449	0	11.88	SPRING
2	5	21.7040816326531	70	0.63469387755102	0	9.89	SPRING
2	1	22.5571428571429	72.4489795918367	0.63265306122449	0	14.97	SPRING
2	1	21.9714285714286	78.7551020408163	0.575510204081633	0	18.96	SPRING
5	3	22.9469387755102	77.5102040816327	0.683673469387755	0	14.42	SPRING
9	3	21.0489795918367	79.6326530612245	0.679591836734694	38	17.33	SPRING
5	3	18.5448979591837	80.0408163265306	0.542857142857143	0	11.52	SPRING
5	1	19.4632653061224	75.4897959183673	0.636734693877551	0	12.06	SPRING
5	3	20.1122448979592	74.9387755102041	0.530612244897959	0	10.61	SPRING
9	3	19.3265306122449	75.6734693877551	0.530612244897959	0	14.24	SPRING
5	1	20.430612244898	73.734693877551	0.610204081632653	0	9.16	SPRING
5	5	22.1224489795918	71.1632653061225	1.08775510204082	0	12.79	SPRING
5	5	20.8489795918367	76.3877551020408	0.977551020408163	9.1	21.59	SPRING
5	3	17.265306122449	76.9795918367347	0.610204081632653	0	14.42	SPRING
5	5	21.6102040816327	70.265306122449	1.56326530612245	5.3	9.34	SPRING
2	4	20.0551020408163	77.6326530612245	1.55918367346939	17.6	12.52	SPRING
2	3	13.4448979591837	85.734693877551	0.355102040816327	0.5	8.89	SPRING
9	1	16.7061224489796	74.6326530612245	0.691836734693878	0	4.72	SPRING
5	1	18.7163265306122	75.0612244897959	0.608163265306122	0	6.53	SPRING
2	5	19.6122448979592	70.2857142857143	0.728571428571429	0	11.34	SPRING
9	5	20.169387755102	69.8775510204082	0.875510204081633	0	17.69	SPRING
9	4	20.0571428571429	79.8163265306122	1.42857142857143	34	13.7	SPRING
5	3	13.3408163265306	91.8367346938775	0.557142857142857	14.6	11.45	SPRING
9	2	14.5285714285714	72.9591836734694	0.495918367346939	0	3.54	SPRING
5	5	17.4265306122449	70.4489795918367	0.73469387755102	0	5.35	SPRING
9	5	19.5857142857143	69.6938775510204	1.26530612244898	10.7	10.79	SPRING
4	3	13.5469387755102	91.3469387755102	0.348979591836735	19.2	10.52	SPRING
4	1	16.7816326530612	77.9387755102041	0.597959183673469	0	2.54	SPRING
4	5	20.4510204081633	72.5510204081633	1.27755102040816	18.3	4.08	SPRING
9	3	12.8734693877551	92.6530612244898	0.471428571428571	4.6	12.16	SPRING
9	3	11.1959183673469	82.8775510204082	0.583673469387755	1.3	3.27	SPRING
9	3	13.9285714285714	74.1836734693878	0.946938775510204	2.7	3.9	SPRING
9	2	16.6918367346939	78.2244897959184	0.536734693877551	0.1	2.36	SPRING
9	1	18.3122448979592	79.9897959183673	0.375	0	5.17	SPRING
6	3	19.4612244897959	80.1020408163265	0.538775510204082	2.6	6.62	SPRING
1	3	18.7795918367347	82.2244897959184	0.495918367346939	1.2	9.34	SPRING
1	3	19.2530612244898	78.0816326530612	0.516326530612245	0	13.79	SPRING
1	1	19.930612244898	75.1224489795918	0.546938775510204	0	13.24	SPRING
1	1	19.8632653061225	74.8571428571429	0.589795918367347	0	13.43	SPRING
5	3	19.8632653061225	77.2244897959184	0.475510204081633	0.2	13.06	SPRING
5	3	20.9836734693878	76	0.493877551020408	0.4	25.22	SUMMER
5	1	19.0714285714286	81.9591836734694	0.548979591836735	0.8	25.31	SUMMER
5	3	20.1408163265306	76.9795918367347	0.53265306122449	0	15.78	SUMMER
5	1	21.1224489795918	75.1632653061225	0.83469387755102	0	13.06	SUMMER
5	3	21.1387755102041	76.8775510204082	0.720408163265306	0.5	20.5	SUMMER
4	3	17.0632653061224	74.530612244898	0.661224489795918	0	9.43	SUMMER
4	1	18.8081632653061	73.469387755102	0.610204081632653	0	7.08	SUMMER
9	1	18.9183673469388	81.8979591836735	0.818367346938776	27.6	21.59	SUMMER
5	3	15.4571428571429	76.3469387755102	0.516326530612245	0	10.98	SUMMER
5	1	15.430612244898	72.5918367346939	0.555102040816327	0	4.26	SUMMER
5	1	16.9122448979592	72.2244897959184	0.697959183673469	0	5.99	SUMMER
8	4	21.3265306122449	58.8571428571429	2.43673469387755	0	7.44	SUMMER
7	5	21.5081632653061	65.6326530612245	1.11632653061224	0	12.25	SUMMER
7	1	21.0244897959184	76.9387755102041	0.624489795918367	0	13.52	SUMMER
7	5	19.8	76.0612244897959	1.31020408163265	30	15.33	SUMMER
5	2	13.2591836734694	88.8163265306122	0.408163265306122	1.8	8.44	SUMMER
5	1	15.0163265306122	85.734693877551	0.469387755102041	0.1	4.72	SUMMER
9	1	15.9775510204082	79.0408163265306	0.479591836734694	0	4.99	SUMMER
9	1	16.9816326530612	74.7551020408163	0.546938775510204	0	7.08	SUMMER
9	3	19.6326530612245	78.9591836734694	0.426530612244898	0	9.34	SUMMER
2	3	17.0265306122449	79.3265306122449	0.475510204081633	0	18.78	SUMMER
2	1	18.3714285714286	76.1020408163265	0.579591836734694	0	13.52	SUMMER
5	1	17.0224489795918	82.3265306122449	0.748979591836735	28.7	17.78	SUMMER
4	1	11.6448979591837	84.0612244897959	0.508163265306122	0.1	10.07	SUMMER
9	3	12.8244897959184	81.0204081632653	0.422448979591837	0	4.72	SUMMER
9	3	14.4632653061224	76.9591836734694	0.595918367346939	0	5.99	SUMMER
9	3	15.2734693877551	77.0612244897959	0.585714285714286	0	6.89	SUMMER
5	3	16.0142857142857	76.4081632653061	0.514285714285714	0	9.16	SUMMER
5	1	17.2755102040816	76.2448979591837	0.385714285714286	0	12.34	SUMMER
9	3	15.2387755102041	80.0204081632653	0.646938775510204	0	11.34	SUMMER
9	3	13.069387755102	77.3265306122449	0.459183673469388	0	10.52	SUMMER
9	1	15.0918367346939	77.9795918367347	0.477551020408163	0	7.08	SUMMER
9	1	16.5081632653061	78.2448979591837	0.66530612244898	0	16.06	SUMMER
5	4	20.3081632653061	70.4285714285714	1.65714285714286	0	16.69	SUMMER
5	4	20.7	72.0816326530612	2	0	15.69	SUMMER
5	4	21.0571428571429	73.1020408163265	2.11836734693878	0.6	17.69	SUMMER
3	4	20.8408163265306	69.734693877551	1.73673469387755	0	15.6	SUMMER
3	4	20.1755102040816	78.2040816326531	1.22040816326531	5.5	15.51	SUMMER
3	4	14.9734693877551	87.530612244898	0.487755102040816	0	13.61	SUMMER
5	3	14.6755102040816	78	0.495918367346939	0	5.72	SUMMER
2	1	16.1551020408163	77.6326530612245	0.406666666666667	0	6.8	SUMMER
2	1	18.4897959183673	75.6530612244898	0.508163265306122	0	11.61	SUMMER
2	1	19.5489795918367	76.9591836734694	0.989795918367347	13	16.6	SUMMER
5	3	10.6714285714286	92.2040816326531	0.561224489795918	23.1	17.15	SUMMER
1	3	7.33469387755102	87.6734693877551	0.855102040816327	2.4	10.79	SUMMER
5	3	7.65918367346939	86.5102040816327	0.459183673469388	0	4.63	SUMMER
1	2	6.54897959183673	82.0816326530612	0.479591836734694	0	3.18	SUMMER
1	3	7.01428571428571	79.0204081632653	0.561224489795918	0	4.26	SUMMER
1	3	7.40204081632653	80.4489795918367	0.442857142857143	0	6.26	SUMMER
1	3	8.04285714285714	74.9183673469388	0.683673469387755	0	11.16	SUMMER
1	2	8.26326530612245	77.9591836734694	0.671428571428571	0.1	10.07	SUMMER
1	3	8.04489795918367	85.1020408163265	0.402040816326531	0.2	7.98	SUMMER
1	3	8.16326530612245	88.4081632653061	0.338775510204082	1.2	4.44	SUMMER
1	3	7.61632653061224	85.3061224489796	0.412244897959184	0.3	4.08	SUMMER
9	3	8.68775510204082	81.8979591836735	0.346938775510204	0.5	9.25	SUMMER
9	3	8.6469387755102	89.1224489795918	1.00816326530612	6.1	10.16	SUMMER
1	3	8.50408163265306	82.3877551020408	1.25714285714286	0.2	8.89	SUMMER
1	3	8.38775510204082	83.7551020408163	0.589795918367347	0	12.88	SUMMER
1	3	5.68367346938776	81.7959183673469	0.316326530612245	0	13.97	SUMMER
1	1	5.99795918367347	82	0.46530612244898	0	11.7	SUMMER
5	4	11.9469387755102	78.3877551020408	1.53469387755102	1.5	11.25	SUMMER
5	4	13.4510204081633	82.3265306122449	1.71428571428571	0.2	13.52	AUTOMN
5	4	13.7816326530612	80.8979591836735	1.17551020408163	1.2	14.51	AUTOMN
3	4	10.9551020408163	89	0.916326530612245	26	12.16	AUTOMN
2	2	3.90612244897959	90.2448979591837	0.377551020408163	0.5	3.45	AUTOMN
4	1	5.71020408163265	80.6530612244898	0.771428571428571	0	2.54	AUTOMN
2	1	9.87142857142857	84.6938775510204	0.606122448979592	0	10.71	AUTOMN
3	1	10.5816326530612	82.3877551020408	0.322448979591837	0	10.61	AUTOMN
2	1	9.37755102040816	85.4489795918367	0.253191489361702	0	11.79	AUTOMN
5	1	10.0979591836735	81.4285714285714	0.33265306122449	0	18.96	AUTOMN
5	1	11.0204081632653	81.7755102040816	0.338775510204082	0	17.96	AUTOMN
5	1	9.20204081632653	80.469387755102	0.304081632653061	0	15.35	AUTOMN
5	1	10.9795918367347	76.1428571428571	0.291836734693878	0	17.6	AUTOMN
5	1	12.3571428571429	76.4081632653061	0.5	0	21.59	AUTOMN
5	4	14.3571428571429	88.8367346938775	1.64081632653061	56.3	24.04	AUTOMN
4	2	3.98775510204082	93.7755102040816	0.593877551020408	40.2	15.78	AUTOMN
4	3	3.50612244897959	84.1632653061225	0.491836734693878	0	3.08	AUTOMN
4	1	6.72244897959184	81.1224489795918	0.414285714285714	0	8.89	AUTOMN
4	1	7.97551020408163	81.3061224489796	0.371428571428571	0	10.52	AUTOMN
7	5	9.13673469387755	85.7959183673469	0.769387755102041	0	10.52	AUTOMN
2	5	9.41428571428571	86.5714285714286	0.557142857142857	0	14.7	AUTOMN
5	3	7.22040816326531	87.3877551020408	0.471428571428571	0	14.7	AUTOMN
5	3	6.6265306122449	81.4081632653061	0.383673469387755	0	10.16	AUTOMN
9	3	7.60612244897959	85.734693877551	0.383673469387755	0	9.16	AUTOMN
9	3	5.79795918367347	85.3061224489796	0.43469387755102	0	25.04	AUTOMN
5	5	11.6367346938776	86	1.4469387755102	2.1	22.5	AUTOMN
5	1	12.5795918367347	89.6734693877551	1.1	9.8	13.88	AUTOMN
3	4	14.5632653061224	81.7755102040816	2.49387755102041	15.4	11.25	AUTOMN
4	4	10.015306122449	74.8877551020408	3.24791666666667	3.7	8.97	AUTOMN
4	4	11.8020408163265	76.3877551020408	1.31224489795918	5.8	6.54	AUTOMN
9	5	10.8755102040816	94.3469387755102	0.512244897959184	14.9	4.63	AUTOMN
2	5	10.4081632653061	82.2448979591837	0.891836734693878	0	5.08	AUTOMN
3	1	9.86938775510204	83.734693877551	0.446938775510204	0	8.44	AUTOMN
2	1	11.2102040816327	92.6326530612245	0.416326530612245	14.4	7.71	AUTOMN
3	1	11.4020408163265	93.7551020408163	0.410204081632653	4.2	14.24	AUTOMN
3	1	10.8510204081633	95.4897959183673	0.287755102040816	1.4	7.8	AUTOMN
5	1	9.6	95.9183673469388	0.136734693877551	16.1	4.53	AUTOMN
5	1	7.67551020408163	94.4897959183673	0.326530612244898	3	3.54	AUTOMN
5	1	6.1530612244898	88.7959183673469	0.314285714285714	0	5.71	AUTOMN
3	1	7.22040816326531	90.8163265306122	0.395918367346939	0	8.89	AUTOMN
5	1	7.90816326530612	89.2857142857143	0.724489795918367	0.4	8.53	AUTOMN
5	5	8.66530612244898	94.3877551020408	0.510204081632653	1.5	12.97	AUTOMN
5	3	6.59591836734694	95.4897959183673	0.528571428571429	9.3	10.79	AUTOMN
5	3	6.3530612244898	92.265306122449	0.406122448979592	0	24.77	AUTOMN
5	3	6.40408163265306	86.8979591836735	0.440816326530612	0	22.13	AUTOMN
5	1	3.40408163265306	85.3877551020408	0.406122448979592	0.1	22.68	AUTOMN
2	3	0.636734693877551	93.7755102040816	0.385714285714286	0	28.66	AUTOMN
4	3	-0.453061224489796	86.4897959183673	0.33265306122449	0	14.51	AUTOMN
6	1	0.848979591836735	75.3265306122449	0.424489795918367	0	7.8	AUTOMN
6	5	9.3469387755102	65.469387755102	2.59183673469388	0	5.17	AUTOMN
9	5	5.7734693877551	81.2244897959184	2	5.3	11.97	AUTOMN
4	2	-3.85918367346939	80.0408163265306	0.520408163265306	0.2	6.98	AUTOMN
4	5	0.895918367346939	52.8571428571429	1.65918367346939	0	7.71	AUTOMN
2	4	2.21632653061224	90.4897959183673	0.753061224489796	10.2	6.17	AUTOMN
9	3	0.261224489795918	95	0.293877551020408	6.8	8.44	AUTOMN
5	3	-2.53877551020408	89.8163265306122	0.263265306122449	0	11.52	AUTOMN
9	1	-3.96122448979592	85.9591836734694	0.204081632653061	0	10.07	AUTOMN
9	3	-2.42857142857143	92.0408163265306	0.251020408163265	27.9	7.44	AUTOMN
5	5	1.41224489795918	94.7755102040816	0.840816326530612	11.7	21.77	AUTOMN
2	4	3.17755102040816	91.8775510204082	1.24489795918367	13.7	14.24	AUTOMN
4	4	5.01428571428571	90.4897959183673	2.41836734693878	26.1	4.54	WINTER
3	4	4.19387755102041	92.4489795918367	0.463265306122449	6.2	3.36	WINTER
5	1	-5.83061224489796	85.4489795918367	0.522448979591837	0	29.57	WINTER
5	3	-1.82040816326531	93.7959183673469	0.442857142857143	7.6	28.66	WINTER
5	3	-4.48367346938775	92.3673469387755	0.863265306122449	0	26.49	WINTER
5	3	-10.7428571428571	84.5510204081633	0.616326530612245	0	21.23	WINTER
5	3	-13.2122448979592	79.3877551020408	0.171428571428571	0	11.97	WINTER
