TRAJ	SHORT_TRAJ	AMP_TMP2M_mean	AMP_RH_mean	AMP_WS_mean	AMP_PREC_sum	O3_max	SEASON
d	d	c	c	c	c	d	d
						class
5	3	3.02448979591837	89.2857142857143	0.455102040816327	2.7	MODERATE	AUTOMN
6	2	2.09591836734694	82	0.508163265306122	1.2	LOW	AUTOMN
6	1	2.23265306122449	89.4285714285714	0.410204081632653	4.7	LOW	AUTOMN
9	3	0.389795918367347	93.8979591836735	0.0591836734693878	30.8	LOW	AUTOMN
5	3	2.1469387755102	94	0.0877551020408163	0.7	LOW	AUTOMN
5	2	5.12448979591837	94.5102040816327	0.104081632653061	2.6	LOW	AUTOMN
5	2	4.32040816326531	86.8163265306122	1.06530612244898	9.2	LOW	AUTOMN
4	3	1.9734693877551	62.1836734693878	2.27551020408163	0	MODERATE	AUTOMN
6	3	0.459183673469388	79.6938775510204	0.644897959183673	0	MODERATE	AUTOMN
6	3	-0.346938775510204	79.4285714285714	0.216326530612245	0	MODERATE	AUTOMN
6	1	4.32244897959184	71.4081632653061	0.540816326530612	0	MODERATE	AUTOMN
5	5	10.4	65.6666666666667	3.06875	0	MODERATE	AUTOMN
8	2	1.50816326530612	87.2040816326531	1.43877551020408	3.3	MODERATE	AUTOMN
9	2	-3.02448979591837	78.4489795918367	0.212244897959184	0	MODERATE	AUTOMN
8	2	-3.22857142857143	71.9183673469388	0.259183673469388	0	MODERATE	AUTOMN
6	5	6.00408163265306	68.8571428571429	1.88571428571429	0	MODERATE	AUTOMN
7	5	6.41632653061224	74.0204081632653	1.61020408163265	0	MODERATE	AUTOMN
2	2	-1.88367346938776	74.6530612244898	0.287755102040816	0	MODERATE	AUTOMN
7	2	-3.58163265306122	72.2244897959184	0.224489795918367	0	MODERATE	AUTOMN
7	2	3.24081632653061	79.6326530612245	0.724489795918367	0.2	MODERATE	AUTOMN
8	2	1.23265306122449	90.6938775510204	0.177551020408163	0	LOW	AUTOMN
5	5	6.48367346938775	75.2857142857143	1.1	0.2	MODERATE	AUTOMN
3	4	6.83333333333333	91.3125	0.233333333333333	11.2	MODERATE	AUTOMN
5	3	3.64583333333333	94.6666666666667	0.2	32.6	LOW	AUTOMN
5	1	4.25510204081633	95	0.0714285714285714	7.2	LOW	WINTER
2	1	9.04285714285714	89.0408163265306	1.01836734693878	3	MODERATE	WINTER
2	1	5.26326530612245	91.8571428571429	0.153061224489796	3.9	MODERATE	WINTER
2	3	4.88163265306122	93.265306122449	0.404081632653061	0.2	LOW	WINTER
2	3	3.76326530612245	92.7959183673469	0.13265306122449	4.4	LOW	WINTER
2	3	2.20408163265306	93.7142857142857	0.144897959183673	0	LOW	WINTER
7	1	0.406122448979592	92.2448979591837	0.244897959183673	0	LOW	WINTER
5	3	-0.559183673469388	92.8979591836735	0.285714285714286	0	LOW	WINTER
5	3	-1.53061224489796	86.9183673469388	0.697959183673469	0	LOW	WINTER
5	3	-3.16326530612245	86.530612244898	0.575510204081633	0	LOW	WINTER
4	3	-3.84897959183673	85.8367346938775	0.195918367346939	0	LOW	WINTER
2	3	-2.42857142857143	87.2857142857143	0.4	0	LOW	WINTER
2	3	-4.53673469387755	97.2448979591837	0.261224489795918	0	LOW	WINTER
5	3	-5.17551020408163	96.8775510204082	0.306122448979592	0	LOW	WINTER
5	1	-5.4530612244898	95.0612244897959	0.330612244897959	0	LOW	WINTER
5	1	-1.55510204081633	90.9387755102041	0.155102040816327	10.7	LOW	WINTER
5	1	0.791836734693878	94.4897959183673	0.155102040816327	1.6	LOW	WINTER
5	1	-1.16734693877551	94.8571428571429	0.0673469387755102	0	LOW	WINTER
2	1	-1.22553191489362	94.063829787234	0.238297872340426	0.3	LOW	WINTER
4	2	-6.84864864864865	75.8648648648649	0.591891891891892	0	MODERATE	WINTER
4	3	-5.31632653061224	83.4081632653061	0.4	0	MODERATE	WINTER
6	3	-6.25714285714286	78.6326530612245	0.318367346938775	0	MODERATE	WINTER
6	2	-4.53673469387755	78.0612244897959	0.222448979591837	0	MODERATE	WINTER
5	5	3.64489795918367	79.4081632653061	1.17142857142857	0	MODERATE	WINTER
5	4	6.22857142857143	88.1224489795918	1.29387755102041	22.7	MODERATE	WINTER
7	4	5.11632653061224	94.3673469387755	0.295918367346939	39.5	MODERATE	WINTER
2	4	3.96530612244898	95	0.175510204081633	48.4	MODERATE	WINTER
3	3	1.69795918367347	95	0.153061224489796	1.2	LOW	WINTER
9	2	-1.55714285714286	94.0204081632653	0.204081632653061	0.2	LOW	WINTER
4	2	-1.4125	83.875	0.3375	0	MODERATE	WINTER
4	2	-3.38163265306122	86.6122448979592	0.238775510204082	0	MODERATE	WINTER
4	2	-3.09591836734694	88.4489795918367	0.0877551020408163	0	LOW	WINTER
8	1	1.74081632653061	80.3673469387755	0.46530612244898	4.8	MODERATE	WINTER
4	1	-1.22040816326531	89.265306122449	0.183673469387755	0	MODERATE	WINTER
8	2	-0.222448979591837	83.5918367346939	0.483673469387755	0	MODERATE	WINTER
8	5	-0.724489795918367	83.4285714285714	0.161224489795918	0	MODERATE	WINTER
4	1	0.414285714285714	85.5714285714286	0.371428571428571	0	MODERATE	WINTER
8	5	-0.169387755102041	85.9387755102041	0.16734693877551	0	MODERATE	WINTER
4	5	6.68979591836735	65.5510204081633	2.06938775510204	0	MODERATE	WINTER
3	5	2.33061224489796	81.3469387755102	0.744897959183674	0	MODERATE	WINTER
3	1	0.0291666666666667	86.1666666666667	0.277083333333333	0	MODERATE	WINTER
2	2	-1.03673469387755	86.2244897959184	0.216326530612245	0	MODERATE	WINTER
2	1	-1.24897959183673	83.7755102040816	0.120408163265306	0	MODERATE	WINTER
2	1	1.66530612244898	79.8571428571429	0.259183673469388	0	MODERATE	WINTER
2	1	-1.87755102040816	84.3265306122449	0.271428571428571	0	MODERATE	WINTER
3	2	-4.17142857142857	79.5714285714286	0.285714285714286	0	MODERATE	WINTER
6	3	-6.18367346938776	82.7755102040816	0.375510204081633	0	MODERATE	WINTER
6	1	-6.91020408163265	78.6734693877551	0.140816326530612	0	MODERATE	WINTER
6	1	0.559183673469388	80.1836734693878	1.00816326530612	221.3	MODERATE	WINTER
7	1	-4.30408163265306	92.6326530612245	0.159183673469388	432.3	LOW	WINTER
8	1	-0.548979591836735	83.5102040816327	1.25510204081633	0	MODERATE	WINTER
7	5	0.881632653061224	84.3673469387755	0.861224489795918	0	MODERATE	WINTER
4	2	-3.07142857142857	70.1020408163265	0.228571428571429	0	MODERATE	WINTER
8	1	-0.289795918367347	81.1428571428571	0.371428571428571	1.7	MODERATE	WINTER
4	3	-2.74081632653061	92.469387755102	0.448979591836735	14.3	MODERATE	WINTER
6	2	-4.79795918367347	84.6734693877551	1.35102040816327	130.3	MODERATE	WINTER
6	3	-5.89387755102041	87.1632653061225	0.518367346938776	279.6	MODERATE	WINTER
9	3	-6.9734693877551	80.0816326530612	0.736734693877551	413.4	MODERATE	WINTER
9	3	-8.51956521739131	83.7608695652174	0.717391304347826	3	MODERATE	WINTER
1	3	-13.3979591836735	83.7755102040816	0.426530612244898	1.3	MODERATE	WINTER
6	2	-15.7979166666667	77.0833333333333	0.166666666666667	0.2	MODERATE	WINTER
5	1	-4.66326530612245	79.530612244898	0.238775510204082	0	MODERATE	WINTER
7	2	-5.95510204081633	81.9795918367347	0.306122448979592	0	MODERATE	WINTER
9	2	-1.68367346938776	77.6734693877551	0.242857142857143	0.7	MODERATE	WINTER
6	3	-0.930612244897959	87.5918367346939	0.385714285714286	1.9	MODERATE	WINTER
6	3	-3.69183673469388	77.2040816326531	0.677551020408163	0	MODERATE	WINTER
6	3	-4.92448979591837	76.2040816326531	0.783673469387755	0	MODERATE	WINTER
5	3	-11.7	76.8163265306122	0.436734693877551	0	MODERATE	WINTER
1	3	-15.3604166666667	74.625	0.320833333333333	0	HIGH	WINTER
5	3	-13.8326530612245	72.4081632653061	0.275510204081633	0	HIGH	WINTER
1	3	-14.0040816326531	68.4489795918367	0.328571428571429	0	HIGH	WINTER
1	1	-4.27755102040816	61.5918367346939	0.220408163265306	0	MODERATE	WINTER
1	5	3.72244897959184	62.8979591836735	1.16938775510204	0	MODERATE	WINTER
2	4	5.71836734693878	80.3265306122449	3.12857142857143	4.5	MODERATE	WINTER
2	4	1.78775510204082	93.7551020408163	0.640816326530612	1	MODERATE	WINTER
5	3	-0.234042553191489	83.5744680851064	0.84468085106383	2	MODERATE	WINTER
4	2	-1.67959183673469	71.265306122449	0.820408163265306	0.1	MODERATE	WINTER
6	2	-1.18775510204082	77.2857142857143	0.818367346938776	2.4	MODERATE	WINTER
9	3	-2.7	91.1020408163265	0.204081632653061	1.8	MODERATE	WINTER
1	3	-4.92244897959184	83.4897959183673	0.202040816326531	0	MODERATE	WINTER
1	1	-2.9530612244898	81.469387755102	0.326530612244898	0	MODERATE	WINTER
1	3	-2.59183673469388	85.1632653061225	0.859183673469388	8.5	MODERATE	WINTER
5	3	-3.60204081632653	91.5102040816327	0.253061224489796	27.9	MODERATE	WINTER
5	5	-1.55714285714286	91.8367346938775	0.275510204081633	1.7	MODERATE	WINTER
5	5	-2.07755102040816	92.4081632653061	0.328571428571429	12.8	MODERATE	WINTER
5	1	-0.755102040816326	89.2857142857143	0.340816326530612	2.6	MODERATE	WINTER
5	3	-1.07959183673469	93.2448979591837	0.348979591836735	3	MODERATE	WINTER
5	3	-2.38571428571429	92.1836734693878	0.918367346938776	4.2	MODERATE	WINTER
5	3	-7.66326530612245	77.1428571428571	0.659183673469388	0.5	MODERATE	WINTER
1	3	-13.8632653061224	66.469387755102	0.761224489795918	0	MODERATE	WINTER
6	3	-15.9122448979592	67.8979591836735	0.624489795918367	0	MODERATE	WINTER
1	3	-15.2958333333333	66.8541666666667	0.45625	0	HIGH	WINTER
5	1	-3.67959183673469	78.0612244897959	0.593877551020408	15	HIGH	WINTER
5	3	-2.82040816326531	87.8571428571429	0.412244897959184	0.8	HIGH	WINTER
2	3	-8.49183673469388	83.1224489795918	0.242857142857143	1.1	HIGH	WINTER
5	3	-9.1530612244898	75.7959183673469	0.308163265306122	0	HIGH	WINTER
5	3	-8.14285714285714	67.3673469387755	0.408163265306122	0	HIGH	WINTER
5	1	-2.68163265306122	67.6530612244898	0.293877551020408	0	MODERATE	WINTER
5	1	1.9469387755102	68.4897959183673	0.424489795918367	0.2	MODERATE	WINTER
6	3	-7.44081632653061	75.8775510204082	0.704081632653061	0	MODERATE	WINTER
6	4	2.72244897959184	70.6734693877551	2.88367346938776	0	MODERATE	WINTER
3	4	4.16122448979592	78.3469387755102	2.81224489795918	9.5	HIGH	WINTER
9	2	-0.43469387755102	72.9183673469388	0.422448979591837	0	MODERATE	WINTER
7	5	1.01632653061224	85.469387755102	0.483673469387755	0	MODERATE	WINTER
3	5	2.74081632653061	76.6530612244898	0.408163265306122	0	HIGH	WINTER
3	1	5.4530612244898	68.1836734693878	0.344897959183673	0	HIGH	WINTER
3	5	6.4734693877551	68.3061224489796	0.642857142857143	0	HIGH	WINTER
3	5	7.56938775510204	67.3265306122449	0.548979591836735	0	HIGH	WINTER
3	3	7.21632653061225	72.3469387755102	1.06326530612245	0.1	HIGH	WINTER
1	3	2.08163265306122	69	0.785714285714286	0	MODERATE	WINTER
1	3	1.93265306122449	71.1632653061225	0.430612244897959	0	MODERATE	WINTER
1	1	4.36326530612245	68.4489795918367	0.387755102040816	0	HIGH	WINTER
1	5	8.60612244897959	73.3877551020408	0.640816326530612	0	HIGH	WINTER
5	5	11.5428571428571	72.6530612244898	1.75510204081633	0	HIGH	WINTER
3	4	9.40816326530612	90.0816326530612	0.542857142857143	3.3	HIGH	WINTER
2	5	9.28979591836735	93.7755102040816	0.555102040816327	20.6	MODERATE	WINTER
2	1	9.50816326530612	96.8367346938775	0.275510204081633	16.3	MODERATE	WINTER
5	3	7.19795918367347	89.2040816326531	0.283673469387755	3.4	MODERATE	WINTER
5	1	6.93061224489796	92.265306122449	0.204081632653061	2.1	MODERATE	WINTER
5	3	8.38775510204082	92.3877551020408	0.451020408163265	32.4	MODERATE	WINTER
5	3	5.11836734693878	79.6734693877551	0.748979591836735	0.5	MODERATE	WINTER
1	3	3.90204081632653	68.3877551020408	1.04081632653061	0	HIGH	SPRING
1	1	2.50612244897959	71.1632653061225	0.716326530612245	0	MODERATE	SPRING
1	1	4.82040816326531	65.9183673469388	0.326530612244898	0	HIGH	SPRING
7	5	6.28163265306122	63.5510204081633	0.697959183673469	0	HIGH	SPRING
5	5	5.96938775510204	60.3877551020408	1.14489795918367	0	HIGH	SPRING
5	5	7.20612244897959	59.2244897959184	0.559183673469388	0	HIGH	SPRING
5	5	10.5081632653061	57.2857142857143	2.17959183673469	0	HIGH	SPRING
3	4	10.7	71.2857142857143	1.52040816326531	5.9	HIGH	SPRING
3	2	7.78979591836735	95.4897959183673	0.512244897959184	53.3	MODERATE	SPRING
6	2	2.25918367346939	96.0204081632653	0.5	22.9	MODERATE	SPRING
1	3	3.30204081632653	94.8367346938775	0.589795918367347	19.4	MODERATE	SPRING
6	3	4.4	95.7142857142857	0.122448979591837	1.8	MODERATE	SPRING
6	2	7.03469387755102	90.1836734693878	0.218367346938776	0	MODERATE	SPRING
9	2	9.16530612244898	79.5918367346939	0.516326530612245	0	MODERATE	SPRING
9	5	11.1510204081633	70.3265306122449	2.39183673469388	0	HIGH	SPRING
2	4	9.42244897959184	76.0408163265306	1.10816326530612	5.3	HIGH	SPRING
3	5	4.91428571428571	74.9387755102041	1.2	0	MODERATE	SPRING
3	5	11.0673469387755	60.1020408163265	2.1530612244898	0	HIGH	SPRING
3	4	9.51632653061225	77.3061224489796	1.61020408163265	0.1	HIGH	SPRING
9	4	6.73333333333333	89.2708333333333	0.847916666666667	9.3	MODERATE	SPRING
1	3	2.5625	69.6041666666667	1.15	0.1	MODERATE	SPRING
1	1	3.81428571428571	59.7551020408163	0.56734693877551	0	HIGH	SPRING
1	5	10.0918367346939	58.4489795918367	2.40612244897959	0	HIGH	SPRING
7	4	10.1979591836735	79.3265306122449	2.2734693877551	0.2	HIGH	SPRING
3	4	9.68979591836735	92.8571428571429	1.39795918367347	33	MODERATE	SPRING
3	1	10.1857142857143	76.8163265306122	0.371428571428571	0	MODERATE	SPRING
3	5	12.4612244897959	67.6938775510204	1.18979591836735	0	HIGH	SPRING
3	3	11.0604166666667	72.1875	0.533333333333333	0	MODERATE	SPRING
9	3	12.4816326530612	67	0.293877551020408	0	MODERATE	SPRING
4	3	12.0979591836735	66.3877551020408	0.542857142857143	0	MODERATE	SPRING
9	5	19.8645161290323	48.1290322580645	1.13870967741935	0	HIGH	SPRING
5	5	20.4	56.9166666666667	0.816666666666667	0	HIGH	SPRING
5	5	18.1367346938775	55.6938775510204	1.62040816326531	0	HIGH	SPRING
5	2	13.8591836734694	76.4081632653061	0.412244897959184	14.8	MODERATE	SPRING
2	2	8.95510204081633	93.8367346938775	0.251020408163265	11.4	MODERATE	SPRING
3	2	8.64489795918367	82.9387755102041	0.440816326530612	0.2	MODERATE	SPRING
3	1	10.5510204081633	73.0816326530612	0.687755102040816	0.9	MODERATE	SPRING
8	2	4.51632653061225	88.734693877551	0.526530612244898	12.3	MODERATE	SPRING
8	3	2.41632653061225	94.7551020408163	0.306122448979592	19.3	MODERATE	SPRING
8	1	5.67755102040816	95.9591836734694	0.238775510204082	11.9	MODERATE	SPRING
8	3	5.46326530612245	87.9183673469388	0.36734693877551	0.6	MODERATE	SPRING
6	3	7.41224489795918	69	0.757142857142857	0	HIGH	SPRING
9	3	10.3571428571429	72.6122448979592	0.530612244897959	0	HIGH	SPRING
5	5	14.5244897959184	78.9183673469388	1.18979591836735	4.4	MODERATE	SPRING
5	5	12.0959183673469	82.1224489795918	0.495918367346939	0	MODERATE	SPRING
3	5	14.1083333333333	72.6041666666667	1.33541666666667	0	MODERATE	SPRING
3	4	14.81875	80.0416666666667	1.05	26.1	MODERATE	SPRING
3	3	10.7040816326531	94.4081632653061	0.344897959183673	47.3	MODERATE	SPRING
9	3	7.60204081632653	83	0.46734693877551	0	MODERATE	SPRING
6	3	10.5612244897959	63.734693877551	0.628571428571429	0	HIGH	SPRING
6	1	14.3469387755102	65.4081632653061	0.442857142857143	0	MODERATE	SPRING
7	5	16.6979591836735	69.3673469387755	0.522448979591837	0	HIGH	SPRING
2	5	15.0530612244898	69.1020408163265	0.551020408163265	0.1	HIGH	SPRING
9	2	12.7408163265306	79.9591836734694	0.322448979591837	0	MODERATE	SPRING
4	3	14.0857142857143	65.9591836734694	0.875510204081633	0	HIGH	SPRING
8	3	15.9530612244898	69.7142857142857	0.620408163265306	0	HIGH	SPRING
4	3	18.0183673469388	71.8979591836735	0.457142857142857	0	MODERATE	SPRING
9	1	19.1020833333333	69.7083333333333	0.464583333333333	0	HIGH	SPRING
5	1	20.1775510204082	69.6530612244898	0.410204081632653	0	HIGH	SPRING
5	1	20.134693877551	68.4897959183673	0.885714285714286	0.4	HIGH	SPRING
5	2	15.7	95	0.5	0.4	MODERATE	SPRING
9	3	12.9636363636364	76.6818181818182	0.393181818181818	0.4	HIGH	SPRING
9	5	15.2877551020408	69.6122448979592	0.551020408163265	0	HIGH	SPRING
9	5	17.4489795918367	69.3877551020408	1.36938775510204	36.2	HIGH	SPRING
4	2	10.6979591836735	98.4285714285714	0.248979591836735	15.8	MODERATE	SPRING
4	3	11.45	84.3541666666667	0.314583333333333	0	MODERATE	SPRING
9	2	7.91463414634146	96.3658536585366	0.275609756097561	7.6	MODERATE	SPRING
6	2	7.91020408163265	79.4081632653061	0.495918367346939	0.9	MODERATE	SPRING
6	2	9.06734693877551	87.8979591836735	0.391836734693878	1.2	MODERATE	SPRING
6	2	11.230612244898	72.0612244897959	0.246938775510204	0	MODERATE	SPRING
6	4	14.2285714285714	67.7959183673469	1.7	0	HIGH	SPRING
9	5	14.8163265306122	72.734693877551	1.96938775510204	0	HIGH	SPRING
7	4	16.4367346938776	66.4285714285714	1.68163265306122	0	HIGH	SPRING
5	4	16.7083333333333	75.3958333333333	0.989583333333333	0.5	HIGH	SPRING
2	1	17.430612244898	79.5714285714286	0.416326530612245	0	HIGH	SPRING
3	2	16.2836734693878	85.0408163265306	0.320408163265306	1.5	MODERATE	SPRING
3	3	19.8877551020408	71.6326530612245	0.453061224489796	0.2	HIGH	SPRING
9	2	18.4145833333333	75.1666666666667	0.30625	0	MODERATE	SPRING
4	3	18.771875	64.6875	0.78125	0	MODERATE	SPRING
9	3	16.5755102040816	76.7959183673469	0.46530612244898	0	MODERATE	SPRING
9	3	18.4224489795918	86.265306122449	0.395918367346939	0	HIGH	SPRING
5	1	18.95	78.0416666666667	0.422916666666667	2.5	HIGH	SPRING
9	3	20.1551020408163	78.3877551020408	0.393877551020408	0	HIGH	SPRING
5	3	19.3632653061225	72.5102040816327	0.436734693877551	0	HIGH	SPRING
9	5	22.2	73.6326530612245	0.979591836734694	0	HIGH	SPRING
5	5	19.4571428571429	90.1632653061225	0.297959183673469	12.3	HIGH	SPRING
5	1	20.2224489795918	82.8979591836735	0.371428571428571	18.6	MODERATE	SPRING
5	1	19.8081632653061	89.8979591836735	0.23265306122449	4.4	MODERATE	SPRING
5	1	21.2734693877551	83.3469387755102	0.659183673469388	5.4	HIGH	SPRING
5	1	19.6142857142857	85.6122448979592	0.346938775510204	9.3	MODERATE	SPRING
3	2	14.8594594594595	94.5675675675676	0.364864864864865	3.5	MODERATE	SPRING
9	2	16.1833333333333	73.2916666666667	0.327083333333333	0	MODERATE	SPRING
9	3	15.2351351351351	72.7297297297297	0.489189189189189	0	MODERATE	SPRING
5	1	15.4473684210526	77.7368421052632	0.292105263157895	0.5	MODERATE	SPRING
9	2	13.2979166666667	93.8958333333333	0.166666666666667	42	MODERATE	SPRING
8	1	13.8770833333333	72.375	0.36875	0	MODERATE	SPRING
4	1	15.8163265306122	80.3877551020408	0.26530612244898	10	MODERATE	SPRING
5	3	15.8714285714286	90.1020408163265	0.281632653061224	10	MODERATE	SPRING
4	2	13.2408163265306	92.1224489795918	0.144897959183673	0.3	MODERATE	SPRING
4	2	15.4020408163265	82	0.208163265306122	0.8	MODERATE	SPRING
5	2	15.2387755102041	86.8163265306122	0.314285714285714	5.3	MODERATE	SPRING
5	3	15.3625	89.1666666666667	0.360416666666667	5.9	MODERATE	SPRING
5	3	16.0204081632653	80.5714285714286	0.469387755102041	0	MODERATE	SPRING
1	2	17.2734693877551	76.8571428571429	0.261224489795918	0.7	HIGH	SPRING
1	1	19.465306122449	75.5714285714286	0.320408163265306	0	HIGH	SPRING
1	5	21.0571428571429	72.8979591836735	0.489795918367347	0	HIGH	SPRING
2	1	20.8448979591837	74.8367346938775	0.322448979591837	0	HIGH	SPRING
2	4	22.5551020408163	60.4897959183673	1.81428571428571	1	HIGH	SPRING
2	5	17.2836734693878	84.6734693877551	0.26734693877551	2	MODERATE	SPRING
3	3	17.6918367346939	79.3877551020408	0.444897959183673	0	MODERATE	SPRING
9	2	15.3918367346939	89.6734693877551	0.402040816326531	4.3	MODERATE	SPRING
4	3	16.4510204081633	87.3469387755102	0.328571428571429	16.7	MODERATE	SPRING
4	3	14.8734693877551	91.469387755102	0.16734693877551	2.6	MODERATE	SPRING
9	1	17.3122448979592	83.8571428571429	0.242857142857143	0.7	MODERATE	SPRING
7	5	19.6061224489796	78.1020408163265	0.822448979591837	0	HIGH	SPRING
2	1	19.7755102040816	72.4081632653061	0.738775510204082	0	HIGH	SPRING
5	1	21.8428571428571	75.8163265306122	0.324489795918367	0	HIGH	SPRING
3	5	22.7428571428571	70.3673469387755	0.385714285714286	0	HIGH	SPRING
2	5	27.9086956521739	58.9565217391304	0.434782608695652	0	MODERATE	SPRING
5	3	17.925	80.75	0.625	0	MODERATE	SPRING
9	3	18.3551020408163	74.9183673469388	0.381632653061225	0	MODERATE	SUMMER
2	3	19.5285714285714	82.2040816326531	0.324489795918367	2.2	MODERATE	SUMMER
9	3	16.2	95.5918367346939	0.242857142857143	54.2	MODERATE	SUMMER
9	2	12.7632653061224	90.7551020408163	0.116326530612245	0	MODERATE	SUMMER
9	3	12.8795918367347	77.8571428571429	0.440816326530612	0	MODERATE	SUMMER
9	3	16.7326530612245	73.1224489795918	0.559183673469388	20.9	MODERATE	SUMMER
8	2	8.88571428571429	95.1836734693878	0.26530612244898	39.2	MODERATE	SUMMER
9	2	10.8632653061224	75.8571428571429	0.353061224489796	14.6	MODERATE	SUMMER
6	1	12.7122448979592	74.2040816326531	0.563265306122449	0	MODERATE	SUMMER
9	4	17.3816326530612	69.8571428571429	1.41632653061225	4.4	MODERATE	SUMMER
7	1	15.6	94.3061224489796	0.26530612244898	35.1	MODERATE	SUMMER
9	3	14.925	92.95	0.26	1.3	MODERATE	SUMMER
6	3	14.1	97	0.1	0	MODERATE	SUMMER
9	3	16.7146341463415	83.8292682926829	0.390243902439024	21.5	MODERATE	SUMMER
9	2	13.1423076923077	89.8076923076923	0.45	1.1	MODERATE	SUMMER
9	2	13.4571428571429	91.6938775510204	0.210204081632653	4.2	MODERATE	SUMMER
9	2	15.1428571428571	92.0408163265306	0.138775510204082	0.6	LOW	SUMMER
9	2	17.2857142857143	78.6938775510204	0.246938775510204	0	MODERATE	SUMMER
5	1	16.9877551020408	86.8163265306122	0.389795918367347	6.9	MODERATE	SUMMER
5	3	18.2755102040816	86.6122448979592	0.310204081632653	15.2	MODERATE	SUMMER
5	3	15.930612244898	93.2857142857143	0.224489795918367	24.5	MODERATE	SUMMER
5	5	13.6428571428571	83.9183673469388	0.679591836734694	0	MODERATE	SUMMER
5	2	15.2714285714286	87.4285714285714	0.277551020408163	1.8	MODERATE	SUMMER
5	1	15.3224489795918	88.1836734693878	0.240816326530612	0.6	MODERATE	SUMMER
5	5	17.9	82.3061224489796	0.942857142857143	0	MODERATE	SUMMER
5	3	17.3285714285714	87.7755102040816	0.273469387755102	0	MODERATE	SUMMER
4	3	15.6684210526316	89.9210526315789	0.113157894736842	2.4	LOW	SUMMER
4	3	13.6166666666667	90.4444444444444	0.05	0	LOW	SUMMER
5	3	17.2755102040816	90.2448979591837	0.226530612244898	0	MODERATE	SUMMER
5	3	17.569387755102	87.7959183673469	0.330612244897959	0	MODERATE	SUMMER
5	3	18.0367346938776	86.3265306122449	0.318367346938775	0	MODERATE	SUMMER
5	3	18.4163265306122	83.6530612244898	0.314285714285714	0	MODERATE	SUMMER
5	3	20.169387755102	83.9591836734694	0.224489795918367	3.4	MODERATE	SUMMER
5	3	17.9938775510204	85.9183673469388	0.277551020408163	24.9	MODERATE	SUMMER
1	3	13.1591836734694	86.5102040816327	0.285714285714286	0	MODERATE	SUMMER
1	3	14.4448979591837	83.1632653061225	0.275510204081633	0	MODERATE	SUMMER
1	1	13.7795918367347	79.9795918367347	0.224489795918367	0	MODERATE	SUMMER
5	1	15.3142857142857	80.4489795918367	0.689795918367347	0	MODERATE	SUMMER
3	5	18.4632653061224	81.8979591836735	0.881632653061225	0	MODERATE	SUMMER
5	4	17.8367346938776	87.6734693877551	0.26530612244898	4.6	MODERATE	SUMMER
3	5	18.4230769230769	86.7307692307692	0.342307692307692	0.6	MODERATE	SUMMER
3	5	15.8	97	0.1	0	MODERATE	SUMMER
3	5	14.7571428571429	79.1020408163265	0.720408163265306	0	MODERATE	SUMMER
5	2	16.0714285714286	85.1632653061225	0.185714285714286	7	MODERATE	SUMMER
5	3	13.7877551020408	85.734693877551	0.212244897959184	0	MODERATE	SUMMER
1	3	14.5632653061224	82.265306122449	0.251020408163265	0	MODERATE	SUMMER
4	1	17.6571428571429	79.1632653061225	1.01632653061224	0.4	HIGH	SUMMER
9	3	12.4959183673469	90.3061224489796	0.591836734693878	26.8	MODERATE	SUMMER
6	3	7.93877551020408	95.9183673469388	0.575510204081633	26.3	LOW	SUMMER
6	3	8.55918367346939	94.7551020408163	0.2	0.8	LOW	SUMMER
6	3	9.1265306122449	96.4081632653061	0.291836734693878	5.6	LOW	SUMMER
7	3	9.57959183673469	92.8571428571429	0.193877551020408	1.8	MODERATE	SUMMER
1	3	10.8061224489796	96.734693877551	0.104081632653061	1.9	LOW	SUMMER
1	3	12.175	92.3181818181818	0.0727272727272727	0	MODERATE	SUMMER
1	3	11.2040816326531	85.469387755102	0.191836734693878	0	MODERATE	SUMMER
5	1	11.3387755102041	88.1632653061225	0.16734693877551	0	MODERATE	SUMMER
5	3	12.5183673469388	85.8571428571429	0.216326530612245	0	MODERATE	SUMMER
5	1	14.7285714285714	91.6122448979592	0.212244897959184	5.3	MODERATE	SUMMER
5	1	14.430612244898	92.8979591836735	0.177551020408163	1.5	MODERATE	SUMMER
5	3	11.9938775510204	96.3673469387755	0.171428571428571	40.3	MODERATE	SUMMER
5	2	6.91632653061224	84.6530612244898	0.412244897959184	12.7	MODERATE	SUMMER
6	3	7.20816326530612	79.4285714285714	0.308163265306122	0	MODERATE	AUTOMN
9	3	10.3959183673469	89.6938775510204	0.163265306122449	2.3	MODERATE	AUTOMN
5	3	11.169387755102	97.4897959183673	0.255102040816327	28.8	LOW	AUTOMN
5	3	12.3840909090909	98	0.129545454545455	24.4	LOW	AUTOMN
5	3	12.2510204081633	98	0.102040816326531	12.9	MODERATE	AUTOMN
5	3	11.2938775510204	98.0612244897959	0.0673469387755102	16.2	LOW	AUTOMN
1	3	11.0469387755102	96.3265306122449	0.102040816326531	9.6	MODERATE	AUTOMN
6	3	8.67551020408163	94.5918367346939	0.114285714285714	3.8	LOW	AUTOMN
1	3	9.71875	92.1875	0.24375	0	MODERATE	AUTOMN
5	3	6.89722222222222	91.3611111111111	0.175	0	MODERATE	AUTOMN
1	3	7.56388888888889	84.8888888888889	0.375	0	MODERATE	AUTOMN
1	3	6.8	87.0810810810811	0.240540540540541	0	MODERATE	AUTOMN
