TRAJ	SHORT_TRAJ	AMP_TMP2M_mean	AMP_RH_mean	AMP_WS_mean	AMP_PREC_sum	O3_max	SEASON
d	d	c	c	c	c	d	d
						class
5	3	-2.38979591836735	87.2857142857143	0	0.4	LOW	WINTER
1	3	-5.89387755102041	79.7142857142857	0.76734693877551	0.2	LOW	WINTER
1	3	-7.48163265306122	80.8979591836735	0.461224489795918	0.1	LOW	WINTER
1	3	-6.41836734693878	88.1428571428571	0.259183673469388	0	LOW	WINTER
1	3	-3.89591836734694	92.1224489795918	0.197959183673469	0.2	LOW	WINTER
5	3	-1.78571428571429	92.7755102040816	0.195918367346939	1.8	LOW	WINTER
5	3	-2.20408163265306	93.3061224489796	0.230612244897959	0.3	LOW	WINTER
5	3	-1.71836734693878	93.2040816326531	0.191836734693878	1.4	LOW	WINTER
5	3	-0.757142857142857	94.8367346938775	0.226530612244898	7.9	LOW	WINTER
7	1	0.102040816326531	96	0.110204081632653	0.5	LOW	WINTER
2	3	-0.96734693877551	95.265306122449	0.326530612244898	0.4	LOW	WINTER
2	2	-2.91836734693878	89.8979591836735	0.16530612244898	0.3	LOW	WINTER
8	2	-6.68571428571429	87.2857142857143	0.0979591836734694	0.1	MODERATE	WINTER
2	5	0.842857142857143	89.8367346938775	0.730612244897959	0.2	LOW	WINTER
2	5	5.13877551020408	84.0204081632653	0.904081632653061	0.2	MODERATE	WINTER
7	5	4.83673469387755	84.530612244898	0.810204081632653	0.1	LOW	WINTER
5	3	-0.912244897959184	94.2040816326531	0.497959183673469	0	LOW	WINTER
1	3	-3.40408163265306	93.8775510204082	0.406122448979592	0	LOW	WINTER
7	1	-2.88367346938776	92.9387755102041	0.242857142857143	0	LOW	WINTER
3	4	7.25	87.3541666666667	1.49583333333333	0.7	MODERATE	WINTER
3	4	6.39387755102041	92.3673469387755	0.275510204081633	8.9	MODERATE	WINTER
3	1	4.72857142857143	86.6530612244898	0.46734693877551	0.1	MODERATE	WINTER
3	5	9.5530612244898	78.734693877551	1.7265306122449	1.5	MODERATE	WINTER
3	5	4.74897959183673	93	0.312244897959184	18.5	MODERATE	WINTER
1	3	-1.98367346938776	87.7142857142857	0.26530612244898	0.1	MODERATE	WINTER
2	5	8.80612244897959	81.530612244898	3.63265306122449	9.8	MODERATE	WINTER
3	5	8.63673469387755	69.4285714285714	1.1	0	MODERATE	WINTER
4	5	8.10204081632653	73.3673469387755	0.810204081632653	0.7	MODERATE	WINTER
1	2	-2.8530612244898	90.0612244897959	0.0448979591836735	15.1	MODERATE	WINTER
1	3	-4.84897959183674	89.734693877551	0.161224489795918	17.5	MODERATE	WINTER
1	3	-9.35918367346939	88.3877551020408	0.0387755102040816	12.3	MODERATE	WINTER
1	3	-7.67959183673469	88.6938775510204	0.118367346938776	14.6	MODERATE	WINTER
1	3	-9.32916666666667	85.9583333333333	0.0875	3.9	MODERATE	WINTER
5	3	-9.74489795918367	85.5102040816327	0.0204081632653061	1.6	LOW	WINTER
1	3	-8.365	58.55	0.115	0.4	MODERATE	WINTER
1	3	-2.44571428571429	11.6571428571429	0.28	0	MODERATE	WINTER
1	1	-0.715384615384615	6.57692307692308	0.165384615384615	0	MODERATE	WINTER
6	1	0.0333333333333333	13.4583333333333	0.125	0	MODERATE	WINTER
7	5	-1.87380952380952	82.1428571428571	0.252380952380952	0	MODERATE	WINTER
4	5	0.0979591836734694	88.4489795918367	0.326530612244898	0	MODERATE	WINTER
5	1	-2.47142857142857	83.5102040816327	0.236734693877551	0	MODERATE	WINTER
2	3	-2.93877551020408	87.6326530612245	0.120408163265306	0	MODERATE	WINTER
2	3	-4.8	79.3877551020408	0.212244897959184	0	MODERATE	WINTER
5	1	-2.74285714285714	80.0612244897959	0.463265306122449	0	MODERATE	WINTER
5	1	3.73673469387755	91.8571428571429	0.620408163265306	19.6	MODERATE	WINTER
2	1	2.02040816326531	95.265306122449	0.108163265306122	18.6	LOW	WINTER
2	2	1.39183673469388	95.1020408163265	0.151020408163265	0.7	MODERATE	WINTER
8	2	1.6	87.1428571428571	0.636734693877551	0.1	MODERATE	WINTER
5	3	0.748979591836735	88.6122448979592	0.395918367346939	1.1	LOW	WINTER
9	3	0.5	83.8979591836735	0.395918367346939	0.3	MODERATE	WINTER
5	2	-0.514285714285714	81.2040816326531	0.251020408163265	0.2	MODERATE	WINTER
4	1	3.19583333333333	76.4375	0.51875	1.2	MODERATE	WINTER
4	2	-0.924489795918367	89.4489795918367	0.244897959183673	0.7	MODERATE	WINTER
4	1	0.571428571428571	83.469387755102	0.520408163265306	6.6	MODERATE	WINTER
4	3	-2.70612244897959	88.265306122449	0.0571428571428571	6.7	MODERATE	WINTER
9	3	-7.80204081632653	77.9591836734694	0.218367346938776	0	MODERATE	WINTER
7	2	-10.8408163265306	76.6122448979592	0.240816326530612	0	MODERATE	WINTER
1	5	1.06326530612245	76.5714285714286	2.39591836734694	28.7	MODERATE	WINTER
7	3	-0.841304347826087	91	0.091304347826087	49.1	MODERATE	WINTER
2	2	-4.1734693877551	86.2040816326531	0	7.9	MODERATE	WINTER
9	2	-5.9469387755102	83.7551020408163	0.00408163265306122	0	MODERATE	WINTER
9	1	-4.75102040816327	83.9591836734694	0.00408163265306122	0	MODERATE	WINTER
9	3	-3.07755102040816	87.9591836734694	0	1.9	MODERATE	WINTER
5	3	-4.22857142857143	85	0.0163265306122449	0	MODERATE	WINTER
7	3	-3.78163265306122	86.5918367346939	0	0	MODERATE	WINTER
1	3	-3.76530612244898	86.1632653061225	0	2	MODERATE	WINTER
1	3	-5.34081632653061	86.8979591836735	0	4.3	MODERATE	WINTER
1	3	-7.44081632653061	85.2448979591837	0	1	MODERATE	WINTER
1	3	-11.6448979591837	81.9795918367347	0.222448979591837	0	MODERATE	WINTER
5	3	-6.72083333333333	79.6666666666667	0.33125	0.1	MODERATE	WINTER
1	3	-4.32448979591837	87.0408163265306	0.53265306122449	7.7	MODERATE	WINTER
5	3	-5.07142857142857	83.5510204081633	0.391836734693878	1.5	MODERATE	WINTER
1	3	-7.16122448979592	76.7755102040816	0.293877551020408	0	MODERATE	WINTER
6	3	-7.17551020408163	77.9591836734694	0.389795918367347	0	MODERATE	WINTER
1	3	-2.79791666666667	76.4583333333333	0.33125	0	MODERATE	WINTER
5	3	-1.00816326530612	77.4285714285714	0.359183673469388	0	MODERATE	WINTER
9	3	-2.7	80.4897959183673	0.261224489795918	0	MODERATE	WINTER
9	3	-6.42448979591837	75.530612244898	0.338775510204082	0	MODERATE	WINTER
7	1	-5.31632653061224	66.469387755102	0.244897959183673	0	MODERATE	WINTER
7	1	-4.61020408163265	65.7551020408163	0.279591836734694	0	MODERATE	WINTER
1	1	-0.475510204081633	72.5102040816327	0.626530612244898	0	MODERATE	WINTER
5	4	1.86734693877551	77.0408163265306	1.04285714285714	0	MODERATE	WINTER
5	5	1.32040816326531	71.9591836734694	0.293877551020408	0	HIGH	WINTER
3	5	2.41224489795918	71.1428571428571	0.438775510204082	0	HIGH	WINTER
5	5	4.37959183673469	84.4285714285714	0.753061224489796	0.4	HIGH	WINTER
5	3	2.56734693877551	91.0612244897959	0.224489795918367	0.2	MODERATE	WINTER
5	3	1.73673469387755	85.3265306122449	0.338775510204082	0	MODERATE	WINTER
2	1	1.76595744680851	76.063829787234	0.317021276595745	0	MODERATE	WINTER
5	3	1.28163265306122	88.2857142857143	0.448979591836735	1.1	MODERATE	WINTER
5	3	0.346938775510204	89.5918367346939	0.273469387755102	0.2	MODERATE	WINTER
7	3	1.89591836734694	75.2040816326531	0.3	0	MODERATE	WINTER
2	1	4.98163265306122	68.734693877551	0.277551020408163	0	MODERATE	WINTER
2	1	4.66122448979592	66.1020408163265	0.228571428571429	0	MODERATE	WINTER
8	5	10.6142857142857	44.7959183673469	1.72040816326531	0	HIGH	WINTER
8	5	8.02040816326531	72.9795918367347	1.18163265306122	6.2	HIGH	WINTER
9	3	0.514285714285714	86.5714285714286	0.481632653061224	1	MODERATE	WINTER
7	1	6.66122448979592	56.3265306122449	0.451020408163265	0	LOW	WINTER
7	5	8.61020408163265	54.8571428571429	0.969387755102041	0	HIGH	WINTER
5	5	8.2530612244898	65.8367346938775	1.45918367346939	0	HIGH	WINTER
3	5	8.88163265306122	71.1632653061225	1.27551020408163	0	HIGH	WINTER
3	5	9.02857142857143	71.1224489795918	0.742857142857143	0	HIGH	WINTER
5	3	7.63469387755102	79.0612244897959	0.653061224489796	28	HIGH	WINTER
5	3	4.34081632653061	61.5510204081633	0.571428571428571	0	MODERATE	SPRING
6	1	6.40816326530612	68.8775510204082	1.60204081632653	25.1	HIGH	SPRING
4	2	1.51836734693878	93.9387755102041	0.206122448979592	7.8	MODERATE	SPRING
4	2	1.46326530612245	86.3265306122449	0.630612244897959	1.1	MODERATE	SPRING
9	2	4.48979591836735	68.2448979591837	0.714285714285714	1.1	MODERATE	SPRING
6	2	-0.76530612244898	56.4897959183673	1.2469387755102	0.2	MODERATE	SPRING
6	2	-2.67551020408163	57.9591836734694	0.763265306122449	0	MODERATE	SPRING
6	2	0.73469387755102	50.8775510204082	0.889795918367347	0	MODERATE	SPRING
9	4	4.26122448979592	62.2040816326531	1.81632653061224	0.1	HIGH	SPRING
1	1	4.95714285714286	86.3673469387755	0.7	39.5	MODERATE	SPRING
1	1	6.28979591836735	84.3877551020408	0.7	0.6	MODERATE	SPRING
7	1	5.20816326530612	94.4081632653061	0.204081632653061	14.9	MODERATE	SPRING
7	2	6.77142857142857	75.2040816326531	0.679591836734694	0	MODERATE	SPRING
5	3	10.3428571428571	63.0816326530612	1.27755102040816	0	MODERATE	SPRING
5	3	8.28723404255319	80.8297872340426	0.64468085106383	0	MODERATE	SPRING
5	3	8.23617021276596	69.5744680851064	0.776595744680851	0	HIGH	SPRING
5	3	10.4122448979592	59.4489795918367	1.27142857142857	0	HIGH	SPRING
1	3	7.96530612244898	61.1428571428571	1.01224489795918	0	HIGH	SPRING
1	3	7.08775510204082	71.1632653061225	0.516326530612245	0	HIGH	SPRING
1	1	10.3020408163265	69.3265306122449	0.416326530612245	0	MODERATE	SPRING
5	1	7.78163265306122	69.2040816326531	0.377551020408163	0	MODERATE	SPRING
5	1	8.41020408163265	60.3469387755102	0.573469387755102	0	HIGH	SPRING
2	2	10.3102040816327	65.3673469387755	0.677551020408163	0.3	HIGH	SPRING
2	2	8.95	61.5625	0.760416666666667	0	HIGH	SPRING
2	2	10.7183673469388	61.1428571428571	0.43469387755102	0	HIGH	SPRING
2	4	14.6836734693878	51.7959183673469	2.91632653061225	0	HIGH	SPRING
5	5	7.91632653061224	87.9795918367347	0.33469387755102	11.9	HIGH	SPRING
5	4	13.365306122449	73	2.47142857142857	0.2	MODERATE	SPRING
3	4	17.1591836734694	55.2244897959184	2.8469387755102	0	HIGH	SPRING
3	4	15.8387755102041	64.7551020408163	1.41224489795918	0	HIGH	SPRING
3	4	18.0204081632653	53.2448979591837	1.93265306122449	0	HIGH	SPRING
3	2	14.7775510204082	59.2244897959184	1.23673469387755	0	HIGH	SPRING
4	1	11.9428571428571	62.9795918367347	0.577551020408163	0	MODERATE	SPRING
4	1	14.8367346938776	64.2857142857143	0.395918367346939	0	HIGH	SPRING
2	5	15.75625	52.3125	0.8375	0	HIGH	SPRING
3	5	17.6326530612245	56.7959183673469	0.897959183673469	0	HIGH	SPRING
2	5	18.3285714285714	62.8775510204082	0.871428571428571	0	HIGH	SPRING
2	5	17.6040816326531	60.0204081632653	1.23265306122449	0	HIGH	SPRING
3	1	17.6959183673469	79.6734693877551	0.406122448979592	4.9	MODERATE	SPRING
3	1	15.3673469387755	78.6938775510204	0.371428571428571	0	MODERATE	SPRING
3	1	17.0142857142857	67.0204081632653	0.669387755102041	0	HIGH	SPRING
3	1	16.4367346938776	64.9183673469388	1.24897959183673	0	HIGH	SPRING
4	2	8.87959183673469	75	0.66734693877551	0	MODERATE	SPRING
4	2	6.51224489795918	71.1224489795918	0.497959183673469	0	MODERATE	SPRING
4	3	7.92244897959184	65.530612244898	0.506122448979592	0	HIGH	SPRING
4	1	12.230612244898	60.4489795918367	0.542857142857143	0	HIGH	SPRING
9	5	13.734693877551	61.6734693877551	0.718367346938775	0	HIGH	SPRING
7	5	16.8428571428571	60.5510204081633	1.19183673469388	0	HIGH	SPRING
7	2	11.6	86.469387755102	0.826530612244898	23.7	HIGH	SPRING
2	2	7.16530612244898	91.3469387755102	0.271428571428571	3.4	MODERATE	SPRING
3	2	9.28367346938776	75.5510204081633	0.495918367346939	0	MODERATE	SPRING
4	3	12.6244897959184	67.1632653061225	0.708163265306123	0.2	HIGH	SPRING
9	1	14.8612244897959	73.4897959183673	0.469387755102041	0.1	HIGH	SPRING
5	1	16.9333333333333	74.6458333333333	0.383333333333333	0.1	MODERATE	SPRING
5	3	15.7387755102041	86.1224489795918	0.348979591836735	15.2	MODERATE	SPRING
5	3	17.134693877551	84.469387755102	0.426530612244898	11.3	HIGH	SPRING
9	3	17.8510204081633	81.9387755102041	0.410204081632653	11.1	MODERATE	SPRING
9	3	16.0408163265306	89.5510204081633	0.273469387755102	3.9	MODERATE	SPRING
9	3	16.4571428571429	77.8775510204082	0.448979591836735	0.1	MODERATE	SPRING
9	1	17.7183673469388	73.0204081632653	0.328571428571429	0	HIGH	SPRING
5	1	16.734693877551	83.9795918367347	0.448979591836735	0	MODERATE	SPRING
5	1	14.2102040816327	93.4897959183673	0.302040816326531	14.3	MODERATE	SPRING
5	1	16.7938775510204	79.3061224489796	0.361224489795918	0	MODERATE	SPRING
3	5	18.6714285714286	74.0408163265306	0.346938775510204	0	MODERATE	SPRING
3	5	19.630612244898	71.9591836734694	0.683673469387755	0.6	HIGH	SPRING
3	5	19.8734693877551	70.469387755102	0.544897959183673	0	HIGH	SPRING
5	1	20.8510204081633	74.6938775510204	0.385714285714286	0	HIGH	SPRING
5	1	18.8571428571429	84.5102040816327	0.255102040816327	0.3	MODERATE	SPRING
5	3	21.0551020408163	75.1428571428571	0.357142857142857	0	HIGH	SPRING
5	1	21.3918367346939	75.1632653061225	0.36734693877551	0	HIGH	SPRING
5	1	22.234693877551	70.9591836734694	0.355102040816327	0	HIGH	SPRING
5	1	22.4229166666667	71.8958333333333	0.34375	0	HIGH	SPRING
2	1	23.1204081632653	79.9387755102041	0.453061224489796	1.5	HIGH	SPRING
2	3	21.3428571428571	76.2244897959184	0.497959183673469	0	HIGH	SPRING
2	3	20.1530612244898	79.6122448979592	0.453061224489796	1.2	MODERATE	SPRING
5	3	18.8081632653061	85.8367346938775	0.312244897959184	8.5	MODERATE	SPRING
5	3	19.4469387755102	74.9591836734694	0.444897959183673	0.1	HIGH	SPRING
9	1	15.9551020408163	92.3469387755102	0.240816326530612	13	MODERATE	SPRING
9	2	18.1938775510204	73.734693877551	0.320408163265306	0	HIGH	SPRING
5	5	20.5591836734694	70.6122448979592	0.912244897959184	5.8	HIGH	SPRING
9	3	16.669387755102	84.6734693877551	0.479591836734694	2.9	MODERATE	SPRING
9	3	20.1326530612245	72.0204081632653	0.581632653061224	0	HIGH	SPRING
4	4	24.1040816326531	61.0408163265306	1.85918367346939	0	HIGH	SPRING
9	5	22.5836734693878	68.4897959183673	1.01224489795918	0	HIGH	SPRING
3	5	21.5612244897959	71	0.36530612244898	1.8	HIGH	SPRING
9	3	18.4734693877551	76.6938775510204	0.485714285714286	2.1	HIGH	SPRING
9	3	18.4836734693878	84.1836734693878	0.406122448979592	2.5	HIGH	SPRING
9	3	19.8897959183673	79	0.475510204081633	0.4	HIGH	SPRING
9	1	15.5367346938776	91.7551020408163	0.273469387755102	0.3	MODERATE	SPRING
5	5	22.5040816326531	70.8979591836735	1.56938775510204	0.2	HIGH	SPRING
5	4	22.0408163265306	74.4285714285714	2.08979591836735	0.2	HIGH	SPRING
3	5	16.8020408163265	79.2857142857143	0.504081632653061	0.2	HIGH	SPRING
4	5	18.0469387755102	76.6326530612245	0.881632653061225	0.2	HIGH	SPRING
4	1	15.2183673469388	89.8367346938775	0.285714285714286	0.2	MODERATE	SPRING
4	2	15.2612244897959	71.5714285714286	0.351020408163265	0.1	MODERATE	SPRING
9	1	15.5877551020408	77.2448979591837	0.304081632653061	0.2	MODERATE	SPRING
9	1	15.2733333333333	82.0444444444445	0.453333333333333	0.1	MODERATE	SPRING
6	3	17.2285714285714	73.7142857142857	0.414285714285714	0	MODERATE	SPRING
6	1	16.6204081632653	85.4285714285714	0.336734693877551	0	HIGH	SPRING
9	1	19.0612244897959	78.0408163265306	0.314285714285714	0.1	HIGH	SPRING
9	1	17.4530612244898	75.3673469387755	0.463265306122449	0	HIGH	SPRING
9	1	20.0632653061224	73.4285714285714	0.569387755102041	0.1	HIGH	SPRING
9	3	15.365306122449	80.0816326530612	0.546938775510204	0	MODERATE	SPRING
4	3	15.0142857142857	69.8367346938775	0.438775510204082	0	MODERATE	SPRING
4	5	19.9102040816327	65.3061224489796	0.481632653061224	0.1	HIGH	SPRING
9	5	22.7204081632653	64.0204081632653	1.73469387755102	0	HIGH	SPRING
9	2	23.2897959183673	67.2448979591837	0.871428571428571	0	HIGH	SPRING
5	2	19.3632653061225	65.3877551020408	0.426530612244898	0	HIGH	SPRING
3	3	19.630612244898	61.3061224489796	0.597959183673469	0	HIGH	SPRING
5	3	20.8755102040816	62.6530612244898	0.381632653061225	0	HIGH	SPRING
9	5	23.45	59.5208333333333	1.00416666666667	0	HIGH	SPRING
9	5	23.4877551020408	56.5918367346939	0.885714285714286	0	HIGH	SPRING
5	3	19.7571428571429	73.3061224489796	0.414285714285714	0.3	HIGH	SPRING
2	1	21.465306122449	70.5918367346939	0.412244897959184	0.2	HIGH	SPRING
5	1	18.7020408163265	64.8367346938775	0.542857142857143	0	HIGH	SPRING
8	1	21.2673469387755	59.4489795918367	0.404081632653061	0	HIGH	SPRING
2	5	23.669387755102	54.6530612244898	0.875510204081633	0	HIGH	SPRING
5	5	23.3979591836735	67.265306122449	0.708163265306123	0.4	EXTREME	SPRING
2	2	15.4673469387755	86.1020408163265	0.275510204081633	2.5	MODERATE	SPRING
4	2	17.9142857142857	66.1632653061225	0.448979591836735	0	HIGH	SPRING
9	2	15.8673469387755	93.3061224489796	0.183673469387755	19.2	MODERATE	SPRING
9	3	18.7217391304348	88.6304347826087	0.402173913043478	0.5	MODERATE	SUMMER
9	3	20.1122448979592	75.734693877551	0.555102040816327	0.5	HIGH	SUMMER
5	3	21.2734693877551	69.1632653061225	0.483673469387755	0.2	HIGH	SUMMER
5	1	23.2367346938776	66.2857142857143	0.381632653061225	0	HIGH	SUMMER
5	1	24.5836734693878	65.8571428571429	0.46530612244898	0	HIGH	SUMMER
5	1	21.0571428571429	84	0.348979591836735	7.2	HIGH	SUMMER
5	2	19.73125	71.5	0.375	0	HIGH	SUMMER
5	1	21.1	61.1304347826087	0.443478260869565	0	HIGH	SUMMER
5	2	21.1212765957447	63.1702127659574	0.380851063829787	0	HIGH	SUMMER
5	1	21.2979591836735	71.1428571428571	0.291836734693878	2	HIGH	SUMMER
5	3	20.8387755102041	66.6938775510204	0.495918367346939	0.2	HIGH	SUMMER
6	3	21.3122448979592	59.734693877551	0.363265306122449	0	HIGH	SUMMER
7	1	23.3081632653061	57.4081632653061	0.563265306122449	0	EXTREME	SUMMER
7	5	23.6510204081633	63.530612244898	1.01020408163265	2	EXTREME	SUMMER
5	1	21.1673469387755	76.3877551020408	0.330612244897959	15.3	HIGH	SUMMER
5	3	20.0979591836735	75.8163265306122	0.444897959183673	0	HIGH	SUMMER
5	5	23.0142857142857	69.2040816326531	0.851020408163265	0.1	HIGH	SUMMER
2	5	23.4918367346939	59.2448979591837	1.49387755102041	0	HIGH	SUMMER
3	1	19.365306122449	76.9591836734694	0.422448979591837	0.1	HIGH	SUMMER
3	1	19.5530612244898	69.3469387755102	0.481632653061224	0	HIGH	SUMMER
5	1	20.2571428571429	63.265306122449	0.481632653061224	0	HIGH	SUMMER
2	1	21.6204081632653	61.3673469387755	0.322448979591837	0	HIGH	SUMMER
2	1	22.0265306122449	63.5918367346939	0.361224489795918	0	HIGH	SUMMER
2	1	21.9469387755102	62.4489795918367	0.483673469387755	0	HIGH	SUMMER
4	3	15.7122448979592	85.1836734693878	0.418367346938776	7.3	MODERATE	SUMMER
9	3	16.1081632653061	70.9795918367347	0.342857142857143	0.1	MODERATE	SUMMER
9	1	18.9897959183673	64.0408163265306	0.851020408163265	0	HIGH	SUMMER
9	4	23.8836734693878	59.2244897959184	1.65918367346939	0	HIGH	SUMMER
5	4	22.8122448979592	67.9387755102041	2.35918367346939	6	HIGH	SUMMER
3	4	20.8040816326531	69.6938775510204	1.34897959183673	5.9	HIGH	SUMMER
3	2	10.6632653061224	91.3469387755102	0.371428571428571	122	MODERATE	SUMMER
2	3	13.0122448979592	82.6530612244898	0.448979591836735	9.1	MODERATE	SUMMER
9	3	9.36530612244898	80.9183673469388	0.420408163265306	1.1	MODERATE	SUMMER
6	3	7.97142857142857	72.2040816326531	0.577551020408163	0	MODERATE	SUMMER
1	3	9.91224489795918	67.0612244897959	0.353061224489796	0	MODERATE	SUMMER
1	1	12.2877551020408	70.1020408163265	0.361224489795918	0	MODERATE	SUMMER
5	1	15.1183673469388	75.4897959183673	0.281632653061224	0.3	MODERATE	SUMMER
5	1	14.15	73.3333333333333	0.322916666666667	1.1	MODERATE	SUMMER
5	1	13.8489795918367	85.6734693877551	0.142857142857143	59.1	MODERATE	SUMMER
7	1	13.1755102040816	95.0408163265306	0.136734693877551	65.9	MODERATE	SUMMER
5	3	13.384	95.32	0.232	7	MODERATE	SUMMER
9	2	10.4895833333333	86	0.458333333333333	32	MODERATE	SUMMER
9	2	12.0530612244898	81.9387755102041	0.302040816326531	0.7	MODERATE	SUMMER
9	2	12.1734693877551	86.8367346938775	0.43265306122449	2.5	MODERATE	SUMMER
5	3	13.0183673469388	68.4285714285714	1.2	0.1	MODERATE	SUMMER
5	3	9.4734693877551	74.2857142857143	0.483673469387755	0	MODERATE	SUMMER
1	3	10.1530612244898	74.5714285714286	0.440816326530612	0	HIGH	SUMMER
1	1	11.9755102040816	74.8979591836735	0.23265306122449	0	HIGH	SUMMER
1	1	13.2061224489796	73.0204081632653	0.208163265306122	0	HIGH	SUMMER
5	1	14.165306122449	74.1224489795918	0.255102040816327	0	MODERATE	SUMMER
5	1	15.1285714285714	76.3265306122449	0.263265306122449	0	HIGH	SUMMER
2	1	14.6959183673469	74.7755102040816	0.263265306122449	0	MODERATE	SUMMER
5	1	15.6183673469388	70.4897959183673	1.26122448979592	0	HIGH	SUMMER
3	5	17.3081632653061	75.7551020408163	1.02040816326531	13.7	HIGH	SUMMER
3	2	9.60408163265306	91.3265306122449	0.426530612244898	13.6	MODERATE	SUMMER
3	3	8.54897959183674	75.734693877551	0.76734693877551	0	MODERATE	SUMMER
6	3	7.58571428571429	77.1224489795918	0.36734693877551	0	MODERATE	SUMMER
5	1	9.96530612244898	78.0204081632653	0.308163265306122	0	MODERATE	SUMMER
5	5	13.4816326530612	87.8571428571429	0.526530612244898	27.3	MODERATE	SUMMER
2	2	11.1163265306122	95.734693877551	0.208163265306122	32.6	MODERATE	SUMMER
2	3	9.74489795918367	81.734693877551	0.385714285714286	0	MODERATE	SUMMER
5	5	14.8020408163265	78.4897959183673	1.57959183673469	0.1	MODERATE	AUTOMN
3	5	14.7734693877551	86.3673469387755	1.2530612244898	0	MODERATE	AUTOMN
3	4	16.6591836734694	86.8163265306122	1.44285714285714	4.5	MODERATE	AUTOMN
5	4	15.0163265306122	89.1224489795918	0.830612244897959	24.2	MODERATE	AUTOMN
3	4	10.2571428571429	89.1632653061225	1.10204081632653	44.4	MODERATE	AUTOMN
3	1	6.67021276595745	83.0425531914894	0.427659574468085	0	MODERATE	AUTOMN
4	2	9.25510204081633	75.3469387755102	0.438775510204082	0	LOW	AUTOMN
6	1	10.030612244898	78.6122448979592	0.946938775510204	0	MODERATE	AUTOMN
7	5	9.37755102040816	86.2244897959184	0.36734693877551	0	LOW	AUTOMN
4	3	10.0714285714286	84.265306122449	0.310204081632653	0	LOW	AUTOMN
4	3	7.8	80.6326530612245	0.287755102040816	0	LOW	AUTOMN
6	3	6.22448979591837	72.8367346938775	0.679591836734694	0	LOW	AUTOMN
6	3	2.63061224489796	79.7959183673469	0.677551020408163	0	LOW	AUTOMN
6	3	3.69591836734694	70.8775510204082	1.1	0	LOW	AUTOMN
1	3	1.02040816326531	79.2040816326531	0.612244897959184	0	LOW	AUTOMN
1	3	3.37083333333333	85.7916666666667	0.360416666666667	0	LOW	AUTOMN
5	1	6.84489795918367	83	0.504081632653061	0	LOW	AUTOMN
5	4	12.1775510204082	90.5918367346939	1.24897959183673	16.1	LOW	AUTOMN
5	5	9.40612244897959	92.1020408163265	1.4	25.2	LOW	AUTOMN
5	3	4.12244897959184	91.9795918367347	0.577551020408163	0	LOW	AUTOMN
5	3	1.90357142857143	92.9285714285714	0.464285714285714	21.6	LOW	AUTOMN
2	1	7.72	92.5333333333333	0.266666666666667	0.4	MODERATE	AUTOMN
2	1	8.83333333333333	81.3636363636364	1.30833333333333	0	MODERATE	AUTOMN
4	3	3.64791666666667	85.4166666666667	0.4875	0	LOW	AUTOMN
2	3	3.42857142857143	82.6734693877551	0.655102040816327	0	MODERATE	AUTOMN
4	3	4.45918367346939	84.8775510204082	0.836734693877551	6.3	MODERATE	AUTOMN
9	3	3.72448979591837	92.8979591836735	0.963265306122449	6.8	LOW	AUTOMN
5	3	3.91020408163265	95.6938775510204	0.553061224489796	0.7	LOW	AUTOMN
5	1	4.58163265306122	96.0408163265306	0.444897959183673	0.1	LOW	AUTOMN
5	3	3.34489795918367	87.6326530612245	0.889795918367347	0	LOW	AUTOMN
1	3	2.48367346938775	77.1224489795918	1.09591836734694	0	LOW	AUTOMN
1	3	-1.49183673469388	82.469387755102	0.448979591836735	0	LOW	AUTOMN
5	1	-0.928571428571429	83.1020408163265	0.204081632653061	0	MODERATE	AUTOMN
1	1	1.71276595744681	84.8936170212766	0.165957446808511	0	LOW	AUTOMN
7	1	4.57142857142857	84.5714285714286	0.479591836734694	0	MODERATE	AUTOMN
5	4	11.0897959183673	83.4489795918367	1.62040816326531	1.7	MODERATE	AUTOMN
3	5	7.71632653061225	90.9387755102041	0.775510204081633	16.5	MODERATE	AUTOMN
8	1	3.36938775510204	91.0816326530612	0.179591836734694	0	LOW	AUTOMN
2	5	4.33673469387755	85.530612244898	0.208163265306122	0	LOW	AUTOMN
2	5	3.50204081632653	85.4897959183673	0.304081632653061	0	MODERATE	AUTOMN
8	5	2.80652173913043	89.1304347826087	0.16304347826087	0	LOW	AUTOMN
3	5	9.46326530612245	79.3469387755102	1.49387755102041	0	MODERATE	AUTOMN
2	4	11.2020408163265	87.0408163265306	1.21632653061224	1.6	MODERATE	AUTOMN
2	4	10.2857142857143	89.9591836734694	0.459183673469388	0.2	MODERATE	AUTOMN
3	4	9.63265306122449	88.6530612244898	0.56734693877551	13.2	MODERATE	AUTOMN
3	4	9.61020408163265	96.6122448979592	0.553061224489796	31.3	MODERATE	AUTOMN
3	4	8.22857142857143	89.2448979591837	0.657142857142857	1.2	MODERATE	AUTOMN
3	4	4.61224489795918	92.9591836734694	0.318367346938775	5.1	MODERATE	AUTOMN
3	3	5.39183673469388	96.8163265306122	0.189795918367347	2.2	LOW	AUTOMN
3	1	4.63265306122449	92.8979591836735	0.142857142857143	0	LOW	AUTOMN
9	1	3.36734693877551	93.0408163265306	0.197959183673469	0	LOW	WINTER
2	1	4.0530612244898	85.0408163265306	0.491836734693878	0	MODERATE	WINTER
5	1	3.4265306122449	90.6326530612245	0.261224489795918	0	LOW	WINTER
5	1	2.00816326530612	96.1020408163265	0.222448979591837	0	LOW	WINTER
