TRAJ	SHORT_TRAJ	AMP_TMP2M_mean	AMP_RH_mean	AMP_WS_mean	AMP_PREC_sum	PM10	SEASON
d	d	c	c	c	c	d	d
						class
6	2	2.25918367346939	96.0204081632653	0.5	22.9	LOW	SPRING
1	3	3.30204081632653	94.8367346938775	0.589795918367347	19.4	LOW	SPRING
6	3	4.4	95.7142857142857	0.122448979591837	1.8	LOW	SPRING
6	2	7.03469387755102	90.1836734693878	0.218367346938776	0	LOW	SPRING
9	2	9.16530612244898	79.5918367346939	0.516326530612245	0	LOW	SPRING
9	5	11.1510204081633	70.3265306122449	2.39183673469388	0	LOW	SPRING
2	4	9.42244897959184	76.0408163265306	1.10816326530612	5.3	LOW	SPRING
3	5	4.91428571428571	74.9387755102041	1.2	0	LOW	SPRING
3	5	11.0673469387755	60.1020408163265	2.1530612244898	0	LOW	SPRING
3	4	9.51632653061225	77.3061224489796	1.61020408163265	0.1	LOW	SPRING
9	4	6.73333333333333	89.2708333333333	0.847916666666667	9.3	LOW	SPRING
1	3	2.5625	69.6041666666667	1.15	0.1	LOW	SPRING
1	1	3.81428571428571	59.7551020408163	0.56734693877551	0	LOW	SPRING
1	5	10.0918367346939	58.4489795918367	2.40612244897959	0	LOW	SPRING
7	4	10.1979591836735	79.3265306122449	2.2734693877551	0.2	LOW	SPRING
3	4	9.68979591836735	92.8571428571429	1.39795918367347	33	LOW	SPRING
3	1	10.1857142857143	76.8163265306122	0.371428571428571	0	LOW	SPRING
3	5	12.4612244897959	67.6938775510204	1.18979591836735	0	LOW	SPRING
3	3	11.0604166666667	72.1875	0.533333333333333	0	LOW	SPRING
9	3	12.4816326530612	67	0.293877551020408	0	LOW	SPRING
4	3	12.0979591836735	66.3877551020408	0.542857142857143	0	LOW	SPRING
9	5	19.8645161290323	48.1290322580645	1.13870967741935	0	LOW	SPRING
5	5	20.4	56.9166666666667	0.816666666666667	0	LOW	SPRING
5	5	18.1367346938775	55.6938775510204	1.62040816326531	0	LOW	SPRING
5	2	13.8591836734694	76.4081632653061	0.412244897959184	14.8	LOW	SPRING
2	2	8.95510204081633	93.8367346938775	0.251020408163265	11.4	LOW	SPRING
3	2	8.64489795918367	82.9387755102041	0.440816326530612	0.2	LOW	SPRING
3	1	10.5510204081633	73.0816326530612	0.687755102040816	0.9	LOW	SPRING
8	2	4.51632653061225	88.734693877551	0.526530612244898	12.3	LOW	SPRING
8	3	2.41632653061225	94.7551020408163	0.306122448979592	19.3	LOW	SPRING
8	1	5.67755102040816	95.9591836734694	0.238775510204082	11.9	LOW	SPRING
8	3	5.46326530612245	87.9183673469388	0.36734693877551	0.6	LOW	SPRING
6	3	7.41224489795918	69	0.757142857142857	0	LOW	SPRING
9	3	10.3571428571429	72.6122448979592	0.530612244897959	0	LOW	SPRING
5	5	14.5244897959184	78.9183673469388	1.18979591836735	4.4	LOW	SPRING
5	5	12.0959183673469	82.1224489795918	0.495918367346939	0	LOW	SPRING
3	5	14.1083333333333	72.6041666666667	1.33541666666667	0	LOW	SPRING
3	4	14.81875	80.0416666666667	1.05	26.1	LOW	SPRING
3	3	10.7040816326531	94.4081632653061	0.344897959183673	47.3	LOW	SPRING
9	3	7.60204081632653	83	0.46734693877551	0	LOW	SPRING
6	3	10.5612244897959	63.734693877551	0.628571428571429	0	LOW	SPRING
6	1	14.3469387755102	65.4081632653061	0.442857142857143	0	LOW	SPRING
7	5	16.6979591836735	69.3673469387755	0.522448979591837	0	LOW	SPRING
2	5	15.0530612244898	69.1020408163265	0.551020408163265	0.1	LOW	SPRING
9	2	12.7408163265306	79.9591836734694	0.322448979591837	0	LOW	SPRING
4	3	14.0857142857143	65.9591836734694	0.875510204081633	0	LOW	SPRING
8	3	15.9530612244898	69.7142857142857	0.620408163265306	0	LOW	SPRING
4	3	18.0183673469388	71.8979591836735	0.457142857142857	0	LOW	SPRING
9	1	19.1020833333333	69.7083333333333	0.464583333333333	0	LOW	SPRING
5	1	20.1775510204082	69.6530612244898	0.410204081632653	0	LOW	SPRING
5	1	20.134693877551	68.4897959183673	0.885714285714286	0.4	LOW	SPRING
5	2	15.7	95	0.5	0.4	LOW	SPRING
9	3	12.9636363636364	76.6818181818182	0.393181818181818	0.4	LOW	SPRING
9	5	15.2877551020408	69.6122448979592	0.551020408163265	0	LOW	SPRING
9	5	17.4489795918367	69.3877551020408	1.36938775510204	36.2	LOW	SPRING
4	2	10.6979591836735	98.4285714285714	0.248979591836735	15.8	LOW	SPRING
4	3	11.45	84.3541666666667	0.314583333333333	0	LOW	SPRING
9	2	7.91463414634146	96.3658536585366	0.275609756097561	7.6	LOW	SPRING
6	2	7.91020408163265	79.4081632653061	0.495918367346939	0.9	LOW	SPRING
6	2	9.06734693877551	87.8979591836735	0.391836734693878	1.2	LOW	SPRING
6	2	11.230612244898	72.0612244897959	0.246938775510204	0	LOW	SPRING
6	4	14.2285714285714	67.7959183673469	1.7	0	LOW	SPRING
9	5	14.8163265306122	72.734693877551	1.96938775510204	0	LOW	SPRING
7	4	16.4367346938776	66.4285714285714	1.68163265306122	0	LOW	SPRING
5	4	16.7083333333333	75.3958333333333	0.989583333333333	0.5	LOW	SPRING
2	1	17.430612244898	79.5714285714286	0.416326530612245	0	LOW	SPRING
3	2	16.2836734693878	85.0408163265306	0.320408163265306	1.5	LOW	SPRING
3	3	19.8877551020408	71.6326530612245	0.453061224489796	0.2	LOW	SPRING
9	2	18.4145833333333	75.1666666666667	0.30625	0	LOW	SPRING
4	3	18.771875	64.6875	0.78125	0	LOW	SPRING
9	3	16.5755102040816	76.7959183673469	0.46530612244898	0	LOW	SPRING
9	3	18.4224489795918	86.265306122449	0.395918367346939	0	LOW	SPRING
5	1	18.95	78.0416666666667	0.422916666666667	2.5	LOW	SPRING
9	3	20.1551020408163	78.3877551020408	0.393877551020408	0	LOW	SPRING
5	3	19.3632653061225	72.5102040816327	0.436734693877551	0	LOW	SPRING
9	5	22.2	73.6326530612245	0.979591836734694	0	LOW	SPRING
5	5	19.4571428571429	90.1632653061225	0.297959183673469	12.3	LOW	SPRING
5	1	20.2224489795918	82.8979591836735	0.371428571428571	18.6	LOW	SPRING
5	1	19.8081632653061	89.8979591836735	0.23265306122449	4.4	LOW	SPRING
5	1	21.2734693877551	83.3469387755102	0.659183673469388	5.4	LOW	SPRING
5	1	19.6142857142857	85.6122448979592	0.346938775510204	9.3	LOW	SPRING
9	2	16.1833333333333	73.2916666666667	0.327083333333333	0	LOW	SPRING
9	3	15.2351351351351	72.7297297297297	0.489189189189189	0	LOW	SPRING
5	1	15.4473684210526	77.7368421052632	0.292105263157895	0.5	LOW	SPRING
9	2	13.2979166666667	93.8958333333333	0.166666666666667	42	LOW	SPRING
8	1	13.8770833333333	72.375	0.36875	0	LOW	SPRING
4	1	15.8163265306122	80.3877551020408	0.26530612244898	10	LOW	SPRING
5	3	15.8714285714286	90.1020408163265	0.281632653061224	10	LOW	SPRING
4	2	13.2408163265306	92.1224489795918	0.144897959183673	0.3	LOW	SPRING
4	2	15.4020408163265	82	0.208163265306122	0.8	LOW	SPRING
5	2	15.2387755102041	86.8163265306122	0.314285714285714	5.3	LOW	SPRING
5	3	15.3625	89.1666666666667	0.360416666666667	5.9	LOW	SPRING
5	3	16.0204081632653	80.5714285714286	0.469387755102041	0	LOW	SPRING
1	2	17.2734693877551	76.8571428571429	0.261224489795918	0.7	LOW	SPRING
1	1	19.465306122449	75.5714285714286	0.320408163265306	0	LOW	SPRING
1	5	21.0571428571429	72.8979591836735	0.489795918367347	0	LOW	SPRING
2	1	20.8448979591837	74.8367346938775	0.322448979591837	0	LOW	SPRING
2	4	22.5551020408163	60.4897959183673	1.81428571428571	1	LOW	SPRING
2	5	17.2836734693878	84.6734693877551	0.26734693877551	2	LOW	SPRING
3	3	17.6918367346939	79.3877551020408	0.444897959183673	0	LOW	SPRING
9	2	15.3918367346939	89.6734693877551	0.402040816326531	4.3	LOW	SPRING
4	3	16.4510204081633	87.3469387755102	0.328571428571429	16.7	LOW	SPRING
4	3	14.8734693877551	91.469387755102	0.16734693877551	2.6	LOW	SPRING
9	1	17.3122448979592	83.8571428571429	0.242857142857143	0.7	LOW	SPRING
7	5	19.6061224489796	78.1020408163265	0.822448979591837	0	LOW	SPRING
2	1	19.7755102040816	72.4081632653061	0.738775510204082	0	LOW	SPRING
5	1	21.8428571428571	75.8163265306122	0.324489795918367	0	LOW	SPRING
3	5	22.7428571428571	70.3673469387755	0.385714285714286	0	LOW	SPRING
2	5	27.9086956521739	58.9565217391304	0.434782608695652	0	LOW	SPRING
5	3	17.925	80.75	0.625	0	LOW	SPRING
9	3	18.3551020408163	74.9183673469388	0.381632653061225	0	LOW	SUMMER
2	3	19.5285714285714	82.2040816326531	0.324489795918367	2.2	LOW	SUMMER
9	3	16.2	95.5918367346939	0.242857142857143	54.2	LOW	SUMMER
9	2	12.7632653061224	90.7551020408163	0.116326530612245	0	LOW	SUMMER
9	3	12.8795918367347	77.8571428571429	0.440816326530612	0	LOW	SUMMER
9	3	16.7326530612245	73.1224489795918	0.559183673469388	20.9	LOW	SUMMER
8	2	8.88571428571429	95.1836734693878	0.26530612244898	39.2	LOW	SUMMER
9	2	10.8632653061224	75.8571428571429	0.353061224489796	14.6	LOW	SUMMER
6	1	12.7122448979592	74.2040816326531	0.563265306122449	0	LOW	SUMMER
9	4	17.3816326530612	69.8571428571429	1.41632653061225	4.4	LOW	SUMMER
7	1	15.6	94.3061224489796	0.26530612244898	35.1	LOW	SUMMER
9	3	14.925	92.95	0.26	1.3	LOW	SUMMER
6	3	14.1	97	0.1	0	LOW	SUMMER
9	3	16.7146341463415	83.8292682926829	0.390243902439024	21.5	LOW	SUMMER
9	2	13.1423076923077	89.8076923076923	0.45	1.1	LOW	SUMMER
9	2	13.4571428571429	91.6938775510204	0.210204081632653	4.2	LOW	SUMMER
9	2	15.1428571428571	92.0408163265306	0.138775510204082	0.6	LOW	SUMMER
9	2	17.2857142857143	78.6938775510204	0.246938775510204	0	LOW	SUMMER
5	1	16.9877551020408	86.8163265306122	0.389795918367347	6.9	LOW	SUMMER
5	3	18.2755102040816	86.6122448979592	0.310204081632653	15.2	LOW	SUMMER
5	3	15.930612244898	93.2857142857143	0.224489795918367	24.5	LOW	SUMMER
5	5	13.6428571428571	83.9183673469388	0.679591836734694	0	LOW	SUMMER
5	2	15.2714285714286	87.4285714285714	0.277551020408163	1.8	LOW	SUMMER
5	1	15.3224489795918	88.1836734693878	0.240816326530612	0.6	LOW	SUMMER
5	5	17.9	82.3061224489796	0.942857142857143	0	LOW	SUMMER
5	3	17.3285714285714	87.7755102040816	0.273469387755102	0	LOW	SUMMER
4	3	15.6684210526316	89.9210526315789	0.113157894736842	2.4	LOW	SUMMER
4	3	13.6166666666667	90.4444444444444	0.05	0	LOW	SUMMER
5	3	17.2755102040816	90.2448979591837	0.226530612244898	0	LOW	SUMMER
5	3	17.569387755102	87.7959183673469	0.330612244897959	0	LOW	SUMMER
5	3	18.0367346938776	86.3265306122449	0.318367346938775	0	LOW	SUMMER
5	3	18.4163265306122	83.6530612244898	0.314285714285714	0	LOW	SUMMER
5	3	20.169387755102	83.9591836734694	0.224489795918367	3.4	LOW	SUMMER
5	3	17.9938775510204	85.9183673469388	0.277551020408163	24.9	LOW	SUMMER
1	3	13.1591836734694	86.5102040816327	0.285714285714286	0	LOW	SUMMER
1	3	14.4448979591837	83.1632653061225	0.275510204081633	0	LOW	SUMMER
1	1	13.7795918367347	79.9795918367347	0.224489795918367	0	LOW	SUMMER
5	1	15.3142857142857	80.4489795918367	0.689795918367347	0	LOW	SUMMER
3	5	18.4632653061224	81.8979591836735	0.881632653061225	0	LOW	SUMMER
5	4	17.8367346938776	87.6734693877551	0.26530612244898	4.6	LOW	SUMMER
3	5	18.4230769230769	86.7307692307692	0.342307692307692	0.6	LOW	SUMMER
3	5	15.8	97	0.1	0	LOW	SUMMER
3	5	14.7571428571429	79.1020408163265	0.720408163265306	0	LOW	SUMMER
5	2	16.0714285714286	85.1632653061225	0.185714285714286	7	LOW	SUMMER
1	3	14.5632653061224	82.265306122449	0.251020408163265	0	LOW	SUMMER
4	1	17.6571428571429	79.1632653061225	1.01632653061224	0.4	LOW	SUMMER
9	3	12.4959183673469	90.3061224489796	0.591836734693878	26.8	LOW	SUMMER
6	3	7.93877551020408	95.9183673469388	0.575510204081633	26.3	LOW	SUMMER
6	3	8.55918367346939	94.7551020408163	0.2	0.8	LOW	SUMMER
6	3	9.1265306122449	96.4081632653061	0.291836734693878	5.6	LOW	SUMMER
7	3	9.57959183673469	92.8571428571429	0.193877551020408	1.8	LOW	SUMMER
1	3	10.8061224489796	96.734693877551	0.104081632653061	1.9	LOW	SUMMER
1	3	12.175	92.3181818181818	0.0727272727272727	0	LOW	SUMMER
1	3	11.2040816326531	85.469387755102	0.191836734693878	0	LOW	SUMMER
5	1	11.3387755102041	88.1632653061225	0.16734693877551	0	LOW	SUMMER
5	3	12.5183673469388	85.8571428571429	0.216326530612245	0	LOW	SUMMER
5	1	14.7285714285714	91.6122448979592	0.212244897959184	5.3	LOW	SUMMER
5	1	14.430612244898	92.8979591836735	0.177551020408163	1.5	LOW	SUMMER
5	3	11.9938775510204	96.3673469387755	0.171428571428571	40.3	LOW	SUMMER
5	2	6.91632653061224	84.6530612244898	0.412244897959184	12.7	LOW	SUMMER
6	3	7.20816326530612	79.4285714285714	0.308163265306122	0	LOW	AUTOMN
9	3	10.3959183673469	89.6938775510204	0.163265306122449	2.3	LOW	AUTOMN
5	3	11.169387755102	97.4897959183673	0.255102040816327	28.8	LOW	AUTOMN
5	3	12.3840909090909	98	0.129545454545455	24.4	LOW	AUTOMN
5	3	12.2510204081633	98	0.102040816326531	12.9	LOW	AUTOMN
5	3	11.2938775510204	98.0612244897959	0.0673469387755102	16.2	LOW	AUTOMN
1	3	11.0469387755102	96.3265306122449	0.102040816326531	9.6	LOW	AUTOMN
6	3	8.67551020408163	94.5918367346939	0.114285714285714	3.8	LOW	AUTOMN
1	3	9.71875	92.1875	0.24375	0	LOW	AUTOMN
5	3	6.89722222222222	91.3611111111111	0.175	0	LOW	AUTOMN
1	3	7.56388888888889	84.8888888888889	0.375	0	LOW	AUTOMN
1	3	6.8	87.0810810810811	0.240540540540541	0	LOW	AUTOMN
1	2	4.86756756756757	85.7027027027027	0.224324324324324	0	LOW	AUTOMN
5	1	6.54390243902439	83.4634146341463	0.18780487804878	0	LOW	AUTOMN
5	3	6.71632653061225	86.4375	0.163265306122449	0	LOW	AUTOMN
5	3	6.68571428571429	83.9795918367347	0.312244897959184	0	LOW	AUTOMN
6	3	3.97959183673469	82.7142857142857	0.393877551020408	0	LOW	AUTOMN
6	3	2.66122448979592	81.9183673469388	0.230612244897959	0	LOW	AUTOMN
1	1	7.2530612244898	82.734693877551	0.26734693877551	0	LOW	AUTOMN
7	1	10.7918367346939	91.1836734693878	0.76734693877551	6.1	LOW	AUTOMN
1	5	12.6959183673469	90.625	0.687755102040816	4	LOW	AUTOMN
5	5	14.5645833333333	86.7659574468085	1.10625	1.4	LOW	AUTOMN
5	5	14.0020833333333	88.5208333333333	0.8125	0.5	LOW	AUTOMN
3	5	11.2489795918367	95.3877551020408	0.26734693877551	0.2	LOW	AUTOMN
2	5	12.5975609756098	84.2682926829268	0.865853658536585	0	LOW	AUTOMN
3	5	9.9695652173913	80.2391304347826	0.726086956521739	0	LOW	AUTOMN
3	1	9.36734693877551	82.7551020408163	0.255102040816327	0	LOW	AUTOMN
3	3	12.5122448979592	84.3877551020408	0.222448979591837	0	LOW	AUTOMN
2	3	10.0183673469388	83.9183673469388	0.224489795918367	0	MODERATE	AUTOMN
5	3	8.36666666666667	87.1458333333333	0.225	0	HIGH	AUTOMN
1	3	6.4	95.5918367346939	0.263265306122449	0.1	MODERATE	AUTOMN
1	1	7.35714285714286	95.4897959183673	0.114285714285714	0.5	HIGH	AUTOMN
1	1	9.02448979591837	95.2040816326531	0.122448979591837	0	LOW	AUTOMN
5	1	8.66734693877551	92.2857142857143	0.195918367346939	0	LOW	AUTOMN
2	5	12.4448979591837	79.9591836734694	1.04897959183673	0	LOW	AUTOMN
5	5	11.7510204081633	86.1632653061225	0.538775510204082	1.7	LOW	AUTOMN
5	3	8.00425531914894	96.1702127659574	0.0479166666666667	5.5	MODERATE	AUTOMN
5	3	8.28163265306122	97.0204081632653	0.0612244897959184	6.4	HIGH	AUTOMN
5	3	6.94081632653061	94.3673469387755	0.0836734693877551	0.1	MODERATE	AUTOMN
5	1	5.11428571428571	92.8571428571429	0.16530612244898	0	LOW	AUTOMN
5	3	6.03469387755102	92.4081632653061	0.291836734693878	0	LOW	AUTOMN
5	1	5.00408163265306	93.0816326530612	0.261224489795918	0	LOW	AUTOMN
2	1	3.62857142857143	95.5714285714286	0.222448979591837	0	LOW	AUTOMN
5	3	1.90833333333333	99	0.260416666666667	0.2	LOW	AUTOMN
5	1	1.9195652173913	97.1521739130435	0.180434782608696	0.1	LOW	AUTOMN
5	5	10.8547619047619	86.2142857142857	1.95238095238095	0.3	LOW	AUTOMN
2	5	7.49583333333333	85.7916666666667	0.754166666666667	11.8	LOW	AUTOMN
2	3	0.344897959183673	93.0816326530612	0.23265306122449	0.2	LOW	AUTOMN
2	3	-0.875510204081633	83.265306122449	0.240816326530612	0.2	LOW	AUTOMN
2	2	-3.31020408163265	87.3877551020408	0.314285714285714	0.2	LOW	AUTOMN
9	2	-0.504081632653061	87.7142857142857	0.312244897959184	0.9	LOW	AUTOMN
9	3	-1.22448979591837	77.1224489795918	1.87551020408163	1.3	LOW	AUTOMN
9	3	-3.66938775510204	85.8571428571429	2.00816326530612	7.1	LOW	AUTOMN
1	3	-4.62448979591837	90.8163265306122	0.287755102040816	7.5	LOW	AUTOMN
1	3	0.418367346938776	92.9795918367347	0.640816326530612	62.7	LOW	AUTOMN
5	4	3.48571428571429	95.4285714285714	0.777551020408163	81.5	LOW	AUTOMN
2	4	1.95102040816327	96.3673469387755	0.13265306122449	45.2	LOW	AUTOMN
5	5	-0.946938775510204	96.734693877551	0.226530612244898	60.5	LOW	AUTOMN
5	5	2.37083333333333	95.4583333333333	0.35	41.7	LOW	AUTOMN
2	3	0.338775510204082	97.6122448979592	0.240816326530612	11.3	LOW	AUTOMN
2	3	-1.35714285714286	95.5510204081633	0.026530612244898	3.4	LOW	WINTER
3	4	4.02448979591837	90	1.77142857142857	6.5	LOW	WINTER
3	4	6.24897959183673	92.469387755102	1.32040816326531	18.8	LOW	WINTER
3	4	7.33421052631579	85.2368421052632	1.65526315789474	22.9	LOW	WINTER
3	5	5.96122448979592	95.1836734693878	0.404081632653061	24.4	LOW	WINTER
3	1	2.61224489795918	96.9183673469388	0.177551020408163	6.7	LOW	WINTER
3	1	0.46530612244898	98.0204081632653	0.0448979591836735	0	LOW	WINTER
2	1	-0.9	98.6530612244898	0.104081632653061	0	LOW	WINTER
6	2	0.646938775510204	84.6326530612245	1.13469387755102	0.1	LOW	WINTER
1	3	-2.11714285714286	75.8857142857143	1.89142857142857	4.2	LOW	WINTER
7	3	-2.23469387755102	77.469387755102	0.844897959183673	0	LOW	WINTER
1	3	-1.99387755102041	91.530612244898	0.157142857142857	1.3	LOW	WINTER
1	3	-1.2047619047619	96.5476190476191	0.15	0.6	LOW	WINTER
5	3	-1.31224489795918	94.7551020408163	0.383673469387755	1.4	LOW	WINTER
9	1	-2.49183673469388	93.8163265306122	0.128571428571429	0	LOW	WINTER
8	5	2.46530612244898	82.9183673469388	1.24285714285714	6	LOW	WINTER
